mmsi,months_2015
1605312,"10,11,12"
200005980,"1,2,3,4,5,6,7,8,9,10,11,12"
200012395,"7,8,9,10,11,12"
203999303,"1,2,3,4,5,6,7,8,9,10,11,12"
205233110,"4,6,7,8,9,10"
205293490,"1,2,3,4,5,6,7,8,9,10,11,12"
205388290,"1,2,3,4,5,6,7,8,9,10,11,12"
205412290,"1,2,3,4,5,6,7,8,9,10,11,12"
205919600,"5,6,7,8"
205962300,"7,8,9,11"
210634000,"1,4,5,6,7,8,9,10,11,12"
211217290,"1,2,3,4,5,6,7,8,9,10,11,12"
211244620,"1,2,3,4,5,6,7,8,9,10,11,12"
211305050,"5,6,7,8,10"
211383980,"1,2,3,4,5,6,7,8,9,10,11,12"
211510320,"2,3,4,7,8"
211511370,"1,3,4,5,6,7,8,9,10,11,12"
211513570,"1,2,3,4,5,6,7,8,9,10,11,12"
211623980,"2,3,4,5,6,7,9,11,12"
211636030,"5,6,7,8,9,10"
211645330,"1,2,3,4,5,6,7,8,9,10,11,12"
211670880,"5,6,7,9"
211705940,"10,11,12"
215026000,"1,2,3,4,5,6,7,8,9,10,11,12"
219020441,"5,7,8"
219899000,"1,2,3,4,5,6,7,8,9,10,11,12"
224099440,"5,6,7,8,9,10,11"
224391570,"1,2,3,4,5,6,7,8,9,10,11,12"
225449000,"1,2,3,4,5,6,7,8,9,10"
226006030,"6,7,8"
227012240,"1,3,7,8"
227107100,"1,2,3,4,6,7,8,9,10,11,12"
227166460,"2,3,4,12"
227369910,"7,8,9,10,11,12"
229341000,"1,3,4,5"
229788000,"1,2,3,4,5,6,7,8,9,10,11,12"
232004165,"1,2,3,4,5,6,7,8,9,10,11,12"
235075853,"5,6,7,8,9,11"
235076527,"1,2,3,4,5,6,7,8,9,10,11"
235086068,"1,2,3,4,5,6,7,8,9,10,11,12"
235095543,"3,5,10,11,12"
235096881,"1,2,3,4,5,6,7,8,9,10,11,12"
235109926,"8,9,10,11,12"
237151000,"1,2,3,4,5,9,10,11,12"
237517000,"1,2,4,5,6,7,8,9,10,11,12"
238115540,"1,2,3,4,5,6,7,8,9,10,11,12"
238115840,"1,2,3,4,6,7,8,9,10,11,12"
240198000,"1,2,3,4,5,6,7,8,9,10,11,12"
240472000,"1,2,3,4,5,6,7,8,9,10,11,12"
240582000,"1,2,3,4,5,6,7,8,9,10"
244050277,"1,2,4,5,6,8,9,10,11,12"
244070620,"1,2,3,4,5,6,7,8,9,10,11,12"
244180642,"6,7,8,9,10"
244573157,"5,7,8"
244615822,"1,3,4,5,6,7,8,9,10,11,12"
244618000,"1,2,3,4,5,6,7,8,9,10,11,12"
244620549,"4,5,6,7,8,9,10"
244620586,"5,6,7,8,9"
244630402,"1,2,3,4,5,6,7,8,9,10,11,12"
244650495,"1,2,3,4,5,6,7,8,9,10,11,12"
244660194,"1,2,3,4,5,6,7,8,9,10,11,12"
244660375,"1,2,3,4,5,6,7,8,9,10,11,12"
244690659,"1,2,3,4,5,6,7,8,9,10,11,12"
244700389,"1,2,3,4,5,6,7,8,9,10,11,12"
244700830,"1,2,3,4,5,6,7,8,9,10,11,12"
244730276,"1,2,3,4,5,6,7,8,9,10,11,12"
244740872,"1,2,3,4,5,6,7,8,9,10,11,12"
244770647,"1,2,3,4,5,6,7,8,9,10,11,12"
244790604,"1,2,3,4,5,6,7,8,9,10,11,12"
245862000,"1,2,3,4,5,6,7,8,9,10,11,12"
247056690,"4,5,8,9,10"
247103130,"1,2,3,4,5,6,7,8,10,11,12"
247131200,"1,2,3,4,5,6,7,8,9,10,11,12"
247285500,"1,2,3,4,5,6,7,8,9,10,11,12"
247306970,"1,4,5,6,7,8,9"
249346000,"1,2,3,4,5,6,7,8,9,10,11,12"
250002427,"1,3,6,11,12"
250002906,"5,6,7,8,9,10"
250003126,"1,4,5,9,10,11"
256076000,"1,2,3,4,5,6,7,8,9,10,11,12"
256103000,"1,2,3,4,5,6,7,8,9,10,11"
256522000,"9,10,11,12"
257159320,"1,2,3,4,5,6,7,8,9,10,11,12"
257518900,"1,2,3,4,5,6,7,9,10,11,12"
257605650,"4,5,6,7,8"
257705000,"1,2,3,4,5,6,7,8,9,10,11,12"
257753840,"5,6,7,8"
