mmsi,months_2015
100701053,"3,4,5,8"
100874605,"1,2,3,4,5,8,9,10,11,12"
111203371,"8,9,10,11,12"
111219503,"1,4,6,7,8,9,10,11,12"
123456780,"1,2,3,4,5,6,7,8,9"
150203451,"1,2,3,4,5"
150699978,"3,4,6,7"
200010238,"2,3,4,5"
201399999,"1,2,3,4,8,9,10,11,12"
209258000,"1,2,3,4,5,6,7,8,9,10,11,12"
211124960,"1,3,4,5,6,7,8,9"
211163210,"5,6,7"
211261660,"4,5,6,7,8,9,10"
211302220,"4,5,6,7,8,9"
211437340,"1,2,3,4,5,6,7,8,9,10,11,12"
211470290,"1,2,3,4,5,6,7,8,9,10,11,12"
211505030,"2,3,4,5,6,7,8,10,12"
211506430,"1,2,3,4,5,6,7,8,9,10,11,12"
211536870,"4,5,6,7,8,9,10"
211563160,"4,5,7,8,9,10"
211575070,"5,6,7,8,9,10"
211595130,"7,8,9"
211611020,"1,2,3,4,5,6,7,8,9,10,11,12"
211649200,"1,2,10,12"
211652230,"5,6,7,8"
211658760,"5,6,7,8"
211665550,"6,7,8,9,10,11,12"
211673190,"6,7,8,9,11"
211677060,"3,4,5,6"
212858000,"1,2,3,4,5,6,7,8,9,10,11,12"
213831000,"1,2,3,4,11,12"
219000558,"1,2,3,4,5,6,7,8,9,10,11,12"
219000606,"1,2,3,5,6,7,8,10,11,12"
219014974,"1,2,3,4,5,6,7,8,9,10,11,12"
219019859,"7,8,9,10,11,12"
220181000,"1,2,3,4,5,7,8,9,10,11,12"
224009730,"3,4,5,6,7,8,9,10"
224094820,"1,2,3,4,5,6,8,10,11,12"
224096000,"1,2,3,4,5,6,7,8,9,10,11,12"
224097680,"5,6,7,8,9,10,11,12"
224106960,"1,2,3,4,5,6,7,8,9,10,11,12"
225392000,"3,4,5,6,7,8,9,10,11,12"
226003960,"1,2,3,4,6,7,8,9,10,11,12"
226005710,"1,2,3,4,5"
227050690,"1,2,3,4,5,6,7"
227063320,"4,5,6,7,8,9,10"
227198230,"3,4,5,6,7,8,9,10"
227261330,"3,4,5,7,8"
227264020,"1,5,8"
227683000,"1,2,3,4,5,6,7,8,9,10,11,12"
227730830,"2,3,4,5,6,7,11,12"
227736540,"4,5,9,10,11,12"
228118700,"1,2,3,4,5,6,7,8,9,10,11,12"
228947000,"1,2,3,4,5,6,7,8,9,10,11,12"
229437000,"1,2,3,4,5,6,7,8,9,10,11,12"
229593000,"3,4,5,6,7,8,9"
229901000,"6,7,8,9"
229955000,"1,2,3,4,5,6,12"
235003312,"8,9,10,11,12"
235011376,"1,2,3,4,5,6,7,8,9,10,11,12"
235022612,"1,6,7,8,9,10,11,12"
235025323,"1,2,3,4,5,6,7,8,9,10,11,12"
235039506,"2,3,4,5,6,7,8,9,10,11,12"
235056225,"5,6,7,8,9,10,12"
235066374,"5,6,7,8,9"
235082688,"1,2,3,4,5,6,7,8"
235085953,"4,5,6,7,8,9,11"
235090255,"5,7,8"
235094361,"3,4,5,7,8,9,10,11,12"
235108851,"2,4,5,6,7,8,9,10,11,12"
235110343,"4,5,6,8,9,10,11"
235113807,"10,11,12"
236112152,"7,8,9,10,11"
237072000,"1,2,3,4,5,6,7,8,9,10,11,12"
237245000,"1,2,3,4,5"
238015440,"1,2,3,4,5,6,7,8,9,10,11,12"
238912340,"10,11,12"
239406000,"1,6,7"
240368000,"6,7,8,9"
243070109,"5,7,8,9,10"
243071907,"1,2,3,4,5,6,7,8,9,10,11,12"
244050615,"4,5,6,7,8,9"
244090131,"4,5,6,7,8,9,10,11"
244100949,"5,7,8,9,10"
244615339,"4,5,6,7,8,9,10"
244620850,"1,2,5,7,8,9,10,11,12"
244650381,"1,2,3,4,5,12"
244650798,"1,2,3,4,5,6,7,8,9,10,11,12"
244670150,"1,2,3,4,5,6,7,8,9,10,11,12"
244690184,"1,3,4,5,6,7,9,10"
