mmsi,label
337800000,Wing_in_Ground
369255000,Wing_in_Ground
413820313,Wing_in_Ground
413975079,Wing_in_Ground
413975297,Wing_in_Ground
413813806,Wing_in_Ground
413778395,Wing_in_Ground
368030000,Wing_in_Ground
2242132,Wing_in_Ground
338471000,Wing_in_Ground
211512210,Wing_in_Ground
412360230,Wing_in_Ground
338670000,Wing_in_Ground
367626030,Wing_in_Ground
412360680,Wing_in_Ground
413418240,Wing_in_Ground
589327333,Wing_in_Ground
412070510,Wing_in_Ground
228887500,Wing_in_Ground
251207110,Wing_in_Ground
440122070,Wing_in_Ground
244660944,Wing_in_Ground
274382106,Wing_in_Ground
440141440,Wing_in_Ground
413901647,Wing_in_Ground
211668930,Wing_in_Ground
413990401,Wing_in_Ground
244650678,Wing_in_Ground
512003831,Wing_in_Ground
62000,Wing_in_Ground
413357130,Wing_in_Ground
303515000,Wing_in_Ground
366920940,Wing_in_Ground
366238710,Wing_in_Ground
368319000,Wing_in_Ground
367575310,Wing_in_Ground
367434260,Wing_in_Ground
413432500,Wing_in_Ground
257371500,Wing_in_Ground
731457156,Wing_in_Ground
367643990,Wing_in_Ground
563511000,Wing_in_Ground
123454322,Wing_in_Ground
366891140,Wing_in_Ground
366791090,Wing_in_Ground
413450410,Wing_in_Ground
244660859,Wing_in_Ground
258222000,Wing_in_Ground
413906446,Wing_in_Ground
211474520,Wing_in_Ground
413970721,Wing_in_Ground
211476020,Wing_in_Ground
419000489,Wing_in_Ground
366910920,Wing_in_Ground
720501355,Wing_in_Ground
367372420,Wing_in_Ground
244180386,Wing_in_Ground
413778878,Wing_in_Ground
413950139,Wing_in_Ground
413803178,Wing_in_Ground
413768000,Wing_in_Ground
368552000,Wing_in_Ground
416793000,Wing_in_Ground
413970372,Wing_in_Ground
440134620,Wing_in_Ground
244110172,Wing_in_Ground
367532840,Wing_in_Ground
412413010,Wing_in_Ground
244660619,Wing_in_Ground
413802800,Wing_in_Ground
211517780,Wing_in_Ground
776732074,Wing_in_Ground
525015295,Wing_in_Ground
413436080,Wing_in_Ground
412360010,Wing_in_Ground
367895000,Wing_in_Ground
211524100,Wing_in_Ground
525006134,Wing_in_Ground
770576296,Wing_in_Ground
413778503,Wing_in_Ground
367330620,Wing_in_Ground
413780594,Wing_in_Ground
203999433,Wing_in_Ground
238399040,Wing_in_Ground
564334566,Wing_in_Ground
211463350,Wing_in_Ground
413829144,Wing_in_Ground
366739920,Wing_in_Ground
412320690,Wing_in_Ground
413805206,Wing_in_Ground
440105520,Wing_in_Ground
367173260,Wing_in_Ground
413900894,Wing_in_Ground
413971142,Wing_in_Ground
413790932,Wing_in_Ground
338792000,Wing_in_Ground
367300160,Wing_in_Ground
413777142,Wing_in_Ground
3203,Wing_in_Ground
368358000,Wing_in_Ground
257077440,Wing_in_Ground
211495040,Wing_in_Ground
264163261,Wing_in_Ground
413357110,Wing_in_Ground
338663000,Wing_in_Ground
413940258,Wing_in_Ground
755060000,Wing_in_Ground
27920241,Wing_in_Ground
366456000,Wing_in_Ground
257238500,Wing_in_Ground
366099000,Wing_in_Ground
503670900,Wing_in_Ground
209910000,Wing_in_Ground
369232000,Wing_in_Ground
413771132,Wing_in_Ground
338032000,Wing_in_Ground
413802258,Wing_in_Ground
227789220,Wing_in_Ground
367368950,Wing_in_Ground
413059876,Wing_in_Ground
366996310,Wing_in_Ground
755001283,Wing_in_Ground
369193000,Wing_in_Ground
413970388,Wing_in_Ground
412466710,Wing_in_Ground
413774019,Wing_in_Ground
735057546,Wing_in_Ground
413775674,Wing_in_Ground
338628000,Wing_in_Ground
413125521,Wing_in_Ground
413778107,Wing_in_Ground
211481170,Wing_in_Ground
440125930,Wing_in_Ground
413986478,Wing_in_Ground
413771029,Wing_in_Ground
338280000,Wing_in_Ground
574767000,Wing_in_Ground
755004073,Wing_in_Ground
226008970,Wing_in_Ground
470119000,Wing_in_Ground
413902300,Wing_in_Ground
413815823,Wing_in_Ground
413777455,Wing_in_Ground
413782617,Wing_in_Ground
279202157,Wing_in_Ground
413987085,Wing_in_Ground
413983708,Wing_in_Ground
413780899,Wing_in_Ground
369638000,Wing_in_Ground
900125889,Wing_in_Ground
367593750,Wing_in_Ground
413984478,Wing_in_Ground
538002329,Wing_in_Ground
413775558,Wing_in_Ground
413698320,Wing_in_Ground
366935000,Wing_in_Ground
367486000,Wing_in_Ground
2512003,Wing_in_Ground
257691500,Wing_in_Ground
369336000,Wing_in_Ground
244074473,Wing_in_Ground
412378710,Wing_in_Ground
211514600,Wing_in_Ground
413769349,Wing_in_Ground
413779233,Wing_in_Ground
367111000,Wing_in_Ground
338407000,Wing_in_Ground
701006612,Wing_in_Ground
211488280,Wing_in_Ground
413957700,Wing_in_Ground
227789260,Wing_in_Ground
413806061,Wing_in_Ground
367057260,Wing_in_Ground
226002910,Wing_in_Ground
232126000,Wing_in_Ground
369257000,Wing_in_Ground
413804863,Wing_in_Ground
413950623,Wing_in_Ground
366282000,Wing_in_Ground
367615000,Wing_in_Ground
413814997,Wing_in_Ground
367579840,Wing_in_Ground
412420911,Wing_in_Ground
368456000,Wing_in_Ground
366284000,Wing_in_Ground
200004228,Wing_in_Ground
367330630,Wing_in_Ground
413096010,Wing_in_Ground
303177000,Wing_in_Ground
413320180,Wing_in_Ground
657121600,Wing_in_Ground
413953900,Wing_in_Ground
366978490,Wing_in_Ground
413974994,Wing_in_Ground
413773165,Wing_in_Ground
413958726,Wing_in_Ground
367561270,Wing_in_Ground
367638080,Wing_in_Ground
365655122,Wing_in_Ground
