mmsi,label
256000244,Sailing
265712710,Sailing
235008854,Sailing
230047550,Sailing
367583060,Sailing
249389000,Sailing
244670926,Sailing
244110083,Sailing
601161700,Sailing
235038638,Sailing
416243600,Sailing
367399010,Sailing
367476540,Sailing
413096260,Sailing
366916090,Sailing
207832390,Sailing
247042920,Sailing
235075616,Sailing
235085287,Sailing
503708300,Sailing
538070922,Sailing
316026271,Sailing
211655910,Sailing
306753000,Sailing
235082136,Sailing
235097329,Sailing
235109224,Sailing
338140617,Sailing
367582950,Sailing
448159576,Sailing
211296460,Sailing
258155530,Sailing
235107858,Sailing
412525000,Sailing
265582490,Sailing
419001202,Sailing
367488870,Sailing
238968740,Sailing
205881910,Sailing
503461500,Sailing
503797400,Sailing
272105100,Sailing
445275000,Sailing
269214000,Sailing
367114920,Sailing
367421820,Sailing
219007466,Sailing
316020657,Sailing
269105760,Sailing
518728000,Sailing
211473160,Sailing
249555000,Sailing
503788100,Sailing
366735860,Sailing
366832850,Sailing
235053629,Sailing
366841360,Sailing
225915770,Sailing
238650340,Sailing
211669490,Sailing
512003517,Sailing
503010070,Sailing
301000022,Sailing
710004520,Sailing
227040690,Sailing
205443710,Sailing
235091248,Sailing
338184628,Sailing
257814470,Sailing
367562570,Sailing
232398000,Sailing
235053112,Sailing
257564820,Sailing
271020124,Sailing
265664330,Sailing
577228000,Sailing
367647830,Sailing
227284980,Sailing
257043500,Sailing
224108660,Sailing
412092085,Sailing
338140775,Sailing
373521000,Sailing
338141077,Sailing
265613280,Sailing
235081631,Sailing
503518700,Sailing
229167000,Sailing
235026342,Sailing
211294080,Sailing
367640250,Sailing
265677470,Sailing
503021980,Sailing
538070904,Sailing
775992030,Sailing
235105528,Sailing
367457480,Sailing
235099883,Sailing
987357573,Sailing
248569000,Sailing
211390280,Sailing
244596000,Sailing
367677550,Sailing
360965432,Sailing
224440220,Sailing
224253760,Sailing
412329635,Sailing
538070298,Sailing
236111467,Sailing
265544600,Sailing
366990760,Sailing
235091719,Sailing
224340630,Sailing
563028440,Sailing
235064936,Sailing
228326700,Sailing
265542140,Sailing
211622090,Sailing
725001240,Sailing
538070307,Sailing
278782000,Sailing
367573650,Sailing
275727530,Sailing
338082289,Sailing
338185302,Sailing
229804000,Sailing
118855500,Sailing
265744740,Sailing
503006390,Sailing
503470400,Sailing
503452400,Sailing
503633400,Sailing
367636240,Sailing
225982107,Sailing
338179712,Sailing
244790600,Sailing
244710608,Sailing
265632230,Sailing
338151147,Sailing
367461360,Sailing
244690309,Sailing
227795830,Sailing
367664240,Sailing
235057366,Sailing
227116170,Sailing
503699300,Sailing
257753390,Sailing
412092090,Sailing
265605010,Sailing
366886050,Sailing
367449030,Sailing
367371980,Sailing
235107307,Sailing
250001803,Sailing
316025138,Sailing
257066640,Sailing
366628610,Sailing
247050190,Sailing
227650980,Sailing
235089127,Sailing
367431880,Sailing
238025240,Sailing
205797010,Sailing
235072117,Sailing
211306370,Sailing
271043069,Sailing
235013663,Sailing
248000373,Sailing
257741290,Sailing
227683560,Sailing
367525340,Sailing
265621840,Sailing
503755200,Sailing
367090940,Sailing
316010949,Sailing
227132610,Sailing
247322670,Sailing
338093392,Sailing
232007590,Sailing
518378000,Sailing
211219240,Sailing
413788349,Sailing
244770240,Sailing
266271000,Sailing
238592240,Sailing
211355670,Sailing
367412440,Sailing
367442310,Sailing
367418520,Sailing
338173478,Sailing
224279440,Sailing
367440940,Sailing
276004580,Sailing
211695070,Sailing
316024522,Sailing
376268000,Sailing
234702000,Sailing
265688730,Sailing
373076000,Sailing
238302000,Sailing
