mmsi,label,label_score,type,type_score
800043191,Trawler,0.5460742712020874,30,1.0
412422389,Trawler,0.6586059927940369,30,1.0
412437036,Trawler,0.7551114559173584,30,1.0
210687000,Trawler,0.7499262094497681,90,1.0
273437550,Trawler,0.9926121681928635,30,1.0
413777082,Trawler,0.5491225719451904,74,0.9993270524899058
200003926,Trawler,0.7249572277069092,70,1.0
413809419,Trawler,0.6646599173545837,70,1.0
413793827,Trawler,0.5993415713310242,70,0.983451536643026
412441901,Trawler,0.8214486241340637,132,0.5903614457831325
412205571,Trawler,0.7067528367042542,30,1.0
413769277,Trawler,0.7641366124153137,70,1.0
413805503,Trawler,0.8802724480628967,70,1.0
413033315,Trawler,0.614538311958313,30,1.0
413902824,Trawler,0.8072987794876099,70,1.0
789000000,Trawler,0.8778812885284424,52,0.682983682983683
412437524,Trawler,0.8361791968345642,30,1.0
412465186,Trawler,0.5605894923210144,30,1.0
412320451,Trawler,0.5900160670280457,30,1.0
200007198,Trawler,0.7658869624137878,30,1.0
333305766,Trawler,0.5687055587768555,30,1.0
211315630,Trawler,0.5557559728622437,30,1.0
412437605,Trawler,0.5939235091209412,30,1.0
525022073,Trawler,0.756743848323822,32,1.0
565308000,Trawler,0.5289684534072876,52,0.9989669421487604
412460762,Trawler,0.7437660694122314,30,1.0
245348000,Trawler,0.9262720942497253,30,0.9999081599853056
412463326,Trawler,0.8204901218414307,52,0.8413524057217165
413972526,Trawler,0.7846338748931885,53,0.8638344226579521
413988721,Trawler,0.8486819267272949,70,1.0
312027000,Trawler,0.963381490111351,30,1.0
237287000,Trawler,0.6018653512001038,30,1.0
413568929,Trawler,0.8524209260940552,30,1.0
412433621,Trawler,0.7002038955688477,30,1.0
412400072,Trawler,0.9049180150032043,30,1.0
422064200,Trawler,0.6040657758712769,70,1.0
228107800,Trawler,0.5624135732650757,30,1.0
412436849,Trawler,0.6690514087677002,30,1.0
413822718,Trawler,0.6668168306350708,70,1.0
412449955,Trawler,0.7557610273361206,30,1.0
412424657,Trawler,0.8744714856147766,30,1.0
413793802,Trawler,0.773187518119812,70,1.0
412444542,Trawler,0.8827654719352722,30,1.0
431402000,Trawler,0.8222739696502686,90,1.0
244620656,Trawler,0.5226603150367737,36,1.0
412327561,Trawler,0.5385973453521729,30,1.0
227468000,Trawler,0.983854353427887,30,1.0
412442226,Trawler,0.6603310108184814,30,1.0
412430318,Trawler,0.5828163623809814,30,0.9824561403508771
356076000,Trawler,0.8553915619850159,70,1.0
273213010,Trawler,0.9955624550580979,30,1.0
412452175,Trawler,0.822882890701294,30,1.0
413815071,Trawler,0.628351092338562,80,1.0
503268900,Trawler,0.9944264888763428,57,0.8333491596239674
413963113,Trawler,0.9935371279716492,70,1.0
247268600,Trawler,0.9587023258209229,52,1.0
412436667,Trawler,0.6626134514808655,30,1.0
247083940,Trawler,0.617264986038208,30,1.0
224098360,Trawler,0.6788116693496704,36,1.0
316029551,Trawler,0.9977295994758606,37,1.0
412423012,Trawler,0.9924321174621582,30,1.0
412439114,Trawler,0.783338189125061,30,1.0
369970071,Trawler,0.5647028684616089,36,1.0
413865245,Trawler,0.5400267243385315,70,0.9957894736842106
273523400,Trawler,0.9982618689537048,30,1.0
413793313,Trawler,0.525729238986969,70,1.0
900016793,Trawler,0.6292425394058228,30,1.0
412299998,Trawler,0.723720908164978,30,0.9959758551307847
412413673,Trawler,0.6456295847892761,30,1.0
235003170,Trawler,0.9772978454828263,30,1.0
245883000,Trawler,0.5310505032539368,30,1.0
412325876,Trawler,0.8372882604598999,30,1.0
413302770,Trawler,0.9588715434074402,90,1.0
150000285,Trawler,0.6283538341522217,30,1.0
677027900,Trawler,0.7092514038085938,80,0.9399509803921569
412311548,Trawler,0.9079723954200745,70,0.7662671232876712
413421960,Trawler,0.8175433278083801,70,1.0
412452247,Trawler,0.6170490384101868,30,1.0
247085680,Trawler,0.6252700686454773,30,1.0
412445484,Trawler,0.6127738952636719,30,1.0
900029039,Trawler,0.714644730091095,30,1.0
412325768,Trawler,0.5858475565910339,30,1.0
412286244,Trawler,0.7755811214447021,30,1.0
413770602,Trawler,0.7684101462364197,70,1.0
440131430,Trawler,0.7649354934692383,8,1.0
800060665,Trawler,0.8497775793075562,30,1.0
338947000,Trawler,0.788888156414032,35,0.9063101192766448
247146950,Trawler,0.5467510223388672,30,1.0
413991672,Trawler,0.7435652017593384,70,1.0
412433352,Trawler,0.7531004548072815,30,1.0
413905237,Trawler,0.5402854681015015,70,1.0
224047430,Trawler,0.7615361660718918,30,1.0
431300202,Trawler,0.5842501521110535,70,1.0
228228700,Trawler,0.5106279253959656,30,1.0
412022048,Trawler,0.7652477622032166,30,1.0
457040000,Trawler,0.9692206978797913,80,1.0
264900259,Trawler,0.5663570761680603,30,1.0
601484000,Trawler,0.5033003687858582,30,1.0
234217000,Trawler,0.9021702408790588,70,0.9235562246476812
412428133,Trawler,0.5590607523918152,30,1.0
900016849,Trawler,0.6846640706062317,70,1.0
231010000,Trawler,0.6315433979034424,30,1.0
224526000,Trawler,0.9759886860847473,30,1.0
412423393,Trawler,0.8935003280639648,30,1.0
311052900,Trawler,0.9999892711639404,90,0.9998514998514999
227338180,Trawler,0.766894519329071,36,1.0
200005362,Trawler,0.6039139032363892,30,0.9871794871794872
228380000,Trawler,0.5406351089477539,30,1.0
412436746,Trawler,0.8395410180091858,30,1.0
412441864,Trawler,0.5111514925956726,30,1.0
244793000,Trawler,0.5331302285194397,60,1.0
412430638,Trawler,0.6825525760650635,30,1.0
376602000,Trawler,0.9962913125753402,30,1.0
316013940,Trawler,0.8182872533798218,70,0.9322317366871822
413762403,Trawler,0.8208358287811279,70,1.0
413769361,Trawler,0.5425611734390259,70,1.0
273347910,Trawler,0.6657869189977647,30,1.0
912113290,Trawler,0.5979450941085815,51,1.0
247050480,Trawler,0.7140613198280334,30,1.0
413978111,Trawler,0.6643367409706116,70,0.9937205651491365
219589000,Trawler,0.9502707123756409,51,1.0
240013234,Trawler,0.7115663290023804,30,1.0
412420098,Trawler,0.5492619872093201,30,0.985
356762000,Trawler,0.5294479131698608,89,0.9210526315789473
412327313,Trawler,0.6358188986778259,30,1.0
228236000,Trawler,0.8649514317512512,30,1.0
257351500,Trawler,0.6841782331466675,52,1.0
412421494,Trawler,0.8753926753997803,30,1.0
412432269,Trawler,0.507010281085968,30,1.0
200007580,Trawler,0.6775946617126465,70,1.0
440134190,Trawler,0.6306663751602173,70,0.9971066907775769
512409000,Trawler,0.9942899942398071,30,1.0
413469040,Trawler,0.6061762571334839,70,1.0
913983688,Trawler,0.8859068155288696,70,1.0
247124830,Trawler,0.7364323139190674,30,1.0
412364883,Trawler,0.7268112301826477,30,1.0
412444838,Trawler,0.7474028468132019,30,1.0
238000003,Trawler,0.7304234504699707,30,1.0
263413770,Trawler,0.6618878841400146,30,1.0
412421694,Trawler,0.6838754415512085,30,1.0
413767719,Trawler,0.7614457011222839,70,0.9994931576279777
412438926,Trawler,0.6646981835365295,30,1.0
412423334,Trawler,0.855388879776001,30,1.0
273339220,Trawler,0.553393542766571,70,1.0
413809203,Trawler,0.6764138340950012,70,1.0
413766714,Trawler,0.7743653655052185,70,1.0
413789385,Trawler,0.9855005145072937,70,1.0
412444811,Trawler,0.7638904452323914,30,1.0
219010949,Longliner,0.5146204829216003,36,1.0
276299000,Longliner,0.5476295351982117,30,1.0
235101158,Longliner,0.5153025984764099,36,1.0
412676430,Longliner,0.9716069430112839,30,1.0
416112500,Longliner,0.9996649026870728,30,1.0
224233000,Longliner,0.9952501028776168,30,1.0
412674780,Longliner,0.8260253667831421,30,1.0
224854000,Longliner,0.998869001865387,99,0.9959514170040485
247131490,Longliner,0.7426103353500366,30,1.0
224072870,Longliner,0.5520139932632446,99,1.0
412400222,Longliner,0.5398211479187012,30,1.0
440300160,Longliner,0.5117163062095642,30,1.0
211543070,Longliner,0.5475978851318359,37,1.0
251446740,Longliner,0.8091796636581421,30,1.0
244020877,Longliner,0.5486394166946411,36,1.0
503603200,Longliner,0.6356329321861267,30,1.0
412698970,Longliner,0.791732668876648,30,1.0
987357573,Longliner,0.9544137805700301,36,1.0
224290000,Longliner,0.9334357649087905,30,1.0
215000330,Longliner,0.8431992530822754,30,1.0
572795210,Longliner,0.6055991053581238,70,1.0
432990000,Longliner,0.9931274384260177,30,1.0
627160000,Longliner,0.5880120396614075,30,1.0
249000210,Longliner,0.8805391192436218,30,1.0
261022170,Longliner,0.7393323183059692,36,1.0
503023090,Longliner,0.706350564956665,36,1.0
412420846,Longliner,0.9999986886978149,30,1.0
412425832,Longliner,0.5111269354820251,30,1.0
338195507,Longliner,0.7193172574043274,37,0.9999306085629034
412460007,Longliner,0.9983104467391968,30,1.0
227334570,Longliner,0.5664690732955933,36,1.0
987357579,Longliner,0.7545416951179504,30,0.8769230769230769
412671890,Longliner,0.8447291254997253,30,1.0
353670000,Longliner,0.9992940425872803,70,1.0
338070527,Longliner,0.6567921042442322,37,1.0
258047520,Longliner,0.9846150279045105,36,1.0
367088870,Longliner,0.7407651543617249,30,1.0
224155960,Longliner,0.798407793045044,30,1.0
565219000,Longliner,0.7638115882873535,52,1.0
367901000,Longliner,0.6900343894958496,35,1.0
247119520,Longliner,0.9828612804412842,36,1.0
235010466,Longliner,0.7414742112159729,36,1.0
224081790,Longliner,0.8217781960964202,30,1.0
266062000,Longliner,0.6960367560386658,30,1.0
224068340,Longliner,0.5021276473999023,30,0.7954289996253279
224101950,Longliner,0.9967772722244264,30,1.0
725000990,Longliner,0.7143977880477905,30,1.0
235000670,Longliner,0.6680912971496582,30,1.0
204213000,Longliner,0.8950231671333313,30,1.0
234091000,Longliner,0.6025485992431641,30,1.0
503499700,Longliner,0.7142539024353027,36,1.0
224936000,Longliner,0.7890908122062683,30,1.0
574756000,Longliner,0.7567610144615173,90,0.9904247483427449
200008088,Longliner,0.9560133814811707,40,0.9873949579831933
246511000,Longliner,0.5361669659614563,30,1.0
247144420,Longliner,0.6625410914421082,30,1.0
503445400,Longliner,0.6347841620445251,36,1.0
263422240,Longliner,0.7583284318447112,30,0.9995942381821871
514000000,Longliner,0.6379673480987549,30,0.9349930843706777
441201732,Longliner,0.9943329602479936,30,1.0
367086860,Longliner,0.9356834292411804,30,1.0
319067600,Longliner,0.7300806045532227,36,1.0
227067860,Longliner,0.6919913291931152,36,1.0
275129000,Longliner,0.5231358408927917,30,1.0
205524010,Longliner,0.6373887062072754,36,1.0
432567899,Longliner,0.9538494348526001,30,1.0
273373190,Longliner,0.5722067952156067,30,1.0
247305860,Longliner,0.6314854383468627,30,0.9997978572872448
441060000,Longliner,0.9994798302650452,136,1.0
503794800,Longliner,0.9973902106285095,36,1.0
525016079,Longliner,0.5101190805435181,70,1.0
367518040,Longliner,0.5593432784080505,30,1.0
431000931,Longliner,0.9523530006408691,37,1.0
431714000,Longliner,0.9908454388380051,30,1.0
620048000,Longliner,0.5204218626022339,30,1.0
224182460,Longliner,0.937947154045105,36,1.0
316051000,Longliner,0.5921493172645569,51,0.8812180005389383
224007250,Longliner,0.7022954821586609,30,1.0
520243000,Longliner,0.9999663293361665,30,1.0
368217000,Longliner,0.5961910486221313,30,1.0
235039435,Longliner,0.9242311120033264,30,1.0
247142320,Longliner,0.9124881029129028,30,0.9992360580595875
367502930,Longliner,0.9779345393180847,30,1.0
232004315,Longliner,0.5015174150466919,33,1.0
345050062,Longliner,0.5850493311882019,52,1.0
412699230,Longliner,0.9970819354057312,30,1.0
224239970,Longliner,0.569612979888916,30,1.0
259457000,Longliner,0.8310437411069869,30,1.0
257246420,Longliner,0.5024685263633728,30,1.0
408367000,Longliner,0.5806829929351807,198,0.5
701000823,Longliner,0.9633077383041382,30,1.0
231745000,Longliner,0.6899124979972839,90,1.0
440110570,Longliner,0.8773159980773926,30,1.0
431086000,Longliner,0.864946186542511,51,1.0
247620000,Longliner,0.5932238101959229,70,1.0
247260700,Longliner,0.5211893916130066,51,1.0
227667550,Longliner,0.5599450469017029,30,1.0
273371750,Longliner,0.9477255344390869,30,1.0
251346540,Longliner,0.6345314979553223,30,1.0
367569490,Longliner,0.8745501637458801,30,1.0
251478340,Longliner,0.949110209941864,30,1.0
601172000,Longliner,0.9233552813529968,30,1.0
257271620,Longliner,0.6015713810920715,30,1.0
227297000,Longliner,0.7335573434829712,38,0.9000157620974097
251418110,Longliner,0.6146036386489868,30,1.0
227300110,Longliner,0.5023130774497986,30,1.0
367621180,Longliner,0.6291370391845703,30,1.0
533180120,Longliner,0.5992528200149536,90,1.0
416004865,Longliner,0.9999659776687622,30,1.0
227222590,Longliner,0.8624281287193298,37,1.0
235075914,Longliner,0.5740420818328857,37,1.0
422223000,Longliner,0.9775281548500061,30,1.0
367415050,Longliner,0.6393444538116455,30,1.0
367084860,Longliner,0.5922824144363403,30,1.0
271010634,Longliner,0.5542824268341064,31,1.0
412112019,Longliner,0.8136883974075317,37,1.0
224612000,Longliner,0.6902063488960266,58,0.5428759894459103
367623210,Longliner,0.9124270677566528,36,1.0
566078000,Longliner,0.5465651750564575,52,0.9996882793017456
660000200,Longliner,0.9401655167341231,30,1.0
367507680,Longliner,0.5120322108268738,36,1.0
503214000,Longliner,0.5093516111373901,9,0.4358153189218041
627389000,Longliner,0.8361001014709473,30,1.0
601352000,Longliner,0.6224036812782288,30,1.0
235000869,Longliner,0.7776825428009033,36,1.0
251149110,Longliner,0.6648938655853271,30,1.0
224020920,Longliner,0.7370885610580444,52,1.0
416002383,Longliner,0.8528098583221436,30,1.0
263405380,Longliner,0.8266745209693909,99,0.678391959798995
563810000,Longliner,0.5495271682739258,20,0.999405646359584
273814110,Longliner,0.6776320934295654,30,1.0
366806770,Longliner,0.8353796601295471,30,1.0
412329426,Longliner,0.9993797540664673,30,1.0
258307000,Longliner,0.5536789298057556,30,1.0
367321640,Longliner,0.5862323641777039,30,1.0
224992000,Longliner,0.9847426652908324,30,1.0
636016991,Longliner,0.5297123193740845,70,1.0
440145380,Longliner,0.5192513465881348,30,1.0
412460287,Longliner,0.9999935030937195,30,1.0
231289000,Longliner,0.9855600595474243,30,1.0
564540000,Longliner,0.6371784806251526,90,1.0
368065000,Longliner,0.8421359658241272,30,1.0
261014220,Longliner,0.760318398475647,30,1.0
525022136,Longliner,0.9921314120292664,70,1.0
341892000,Longliner,0.9160746335983276,30,1.0
412327861,Longliner,0.5678116679191589,30,1.0
525019530,Longliner,0.5419046878814697,70,1.0
412444377,Longliner,0.5136148929595947,30,1.0
576811000,Longliner,0.999878478050232,30,1.0
413971156,Purse seine,0.920349657535553,80,1.0
316004946,Purse seine,0.661007821559906,60,1.0
413996125,Purse seine,0.6623668074607849,70,1.0
244740701,Purse seine,0.5884782671928406,37,1.0
412803437,Purse seine,0.7483150959014893,30,1.0
271072554,Purse seine,0.9744560718536377,30,1.0
431006559,Purse seine,0.6026702523231506,90,1.0
235110172,Purse seine,0.5164724588394165,37,1.0
235087487,Purse seine,0.7619595527648926,40,1.0
412066008,Purse seine,0.6809150576591492,30,1.0
413826761,Purse seine,0.7390972971916199,70,1.0
244630776,Purse seine,0.9212278723716736,36,1.0
412445218,Purse seine,0.8906883597373962,30,1.0
412300417,Purse seine,0.5942040681838989,30,1.0
413765971,Purse seine,0.5263946056365967,71,1.0
412420218,Purse seine,0.5025166869163513,30,1.0
412330043,Purse seine,0.7307053804397583,30,1.0
412444062,Purse seine,0.8056362271308899,30,1.0
251810540,Purse seine,0.7948867082595825,30,1.0
412428785,Purse seine,0.5266273021697998,30,1.0
224020840,Purse seine,0.5709869265556335,30,1.0
412444931,Purse seine,0.7069931626319885,30,1.0
416000888,Purse seine,0.909169614315033,30,1.0
366726650,Purse seine,0.7454560399055481,30,1.0
412322222,Purse seine,0.518959105014801,84,0.5220638153428377
261016220,Purse seine,0.6355373859405518,36,0.951417004048583
412286749,Purse seine,0.6905922889709473,30,1.0
367554370,Purse seine,0.5486942529678345,36,1.0
413790599,Purse seine,0.6963815093040466,70,1.0
800045678,Purse seine,0.9545955657958984,30,1.0
412413009,Purse seine,0.8007132411003113,30,1.0
367444060,Purse seine,0.5652976632118225,70,1.0
413960602,Purse seine,0.662453293800354,70,1.0
503596400,Purse seine,0.7608232498168945,90,1.0
235008623,Purse seine,0.9934038519859314,36,1.0
244670726,Purse seine,0.7814472913742065,36,1.0
261182850,Purse seine,0.7223439812660217,99,0.9939713639788997
413792127,Purse seine,0.7541632652282715,70,1.0
412413021,Purse seine,0.9494799375534058,30,1.0
319984000,Purse seine,0.7427441477775574,37,1.0
503778200,Purse seine,0.6385719180107117,50,1.0
265632240,Purse seine,0.7710481286048889,52,1.0
367376310,Purse seine,0.741791844367981,53,1.0
251581240,Purse seine,0.5651351809501648,30,1.0
265696860,Purse seine,0.6607683300971985,37,1.0
412427805,Purse seine,0.8987260460853577,30,1.0
567051900,Purse seine,0.9099504947662354,80,1.0
412436192,Purse seine,0.9014668464660645,30,1.0
412301618,Purse seine,0.5345931649208069,30,1.0
211479260,Purse seine,0.951530933380127,37,1.0
224014850,Purse seine,0.6311722993850708,30,1.0
224040160,Purse seine,0.9292032122612,30,1.0
235066253,Purse seine,0.5075863599777222,36,1.0
412427057,Purse seine,0.8382427096366882,30,1.0
271072982,Purse seine,0.8406236171722412,30,1.0
232002340,Purse seine,0.6436523795127869,51,1.0
900408809,Purse seine,0.8555076122283936,30,1.0
431005678,Purse seine,0.5543788075447083,30,1.0
412423054,Purse seine,0.5109618306159973,30,1.0
1193046,Purse seine,0.7783288359642029,50,0.575325330374256
412428377,Purse seine,0.6205492615699768,30,1.0
412081530,Purse seine,0.6596247553825378,234,0.9373040752351097
412418472,Purse seine,0.534130334854126,30,1.0
512002819,Purse seine,0.5896266102790833,36,1.0
413854881,Purse seine,0.9345535635948181,70,1.0
