mmsi,timestamp,speed,lat,lon,"user_id: 8, medium_confidence"
227579000,2015-03-01 00:18:17,6.1,49.65453,-11.66837,0
227579000,2015-03-01 02:01:34,2.2,49.67803,-11.48229,1
227579000,2015-03-01 04:30:13,3.2,49.66228,-11.45834,1
227579000,2015-03-01 13:59:23,5.6,49.66962,-11.58825,0
227579000,2015-03-01 20:26:24,1.3,49.45497,-11.62931,0
227579000,2015-03-02 00:34:37,5.1,49.45087,-11.59426,0
227579000,2015-03-02 00:44:38,3.1,49.44061,-11.5999,1
227579000,2015-03-02 02:02:38,1.0,49.43343,-11.58134,0
227579000,2015-03-02 02:28:34,1.0,49.4321,-11.56537,0
227579000,2015-03-02 13:21:12,2.1,49.28321,-11.63651,1
227579000,2015-03-02 14:47:48,0.8,49.26847,-11.63148,0
227579000,2015-03-02 14:47:48,0.8,49.26847,-11.63148,0
227579000,2015-03-02 20:23:44,0.7,49.17467,-11.751,0
227579000,2015-03-02 21:05:05,3.8,49.171,-11.73213,1
227579000,2015-03-02 22:06:13,6.6,49.17396,-11.70689,0
227579000,2015-03-02 22:28:24,5.7,49.17461,-11.64701,0
227579000,2015-03-02 22:28:24,5.7,49.17461,-11.64701,0
227579000,2015-03-02 22:28:54,5.8,49.17515,-11.6461,0
227579000,2015-03-03 01:22:07,3.8,49.41636,-11.59771,1
227579000,2015-03-03 21:16:41,2.0,49.67857,-11.55068,1
227579000,2015-03-03 23:17:34,1.6,49.70738,-11.55251,0
227579000,2015-03-04 00:18:44,1.2,49.70095,-11.54109,0
227579000,2015-03-04 00:18:44,1.2,49.70095,-11.54109,0
227579000,2015-03-04 00:18:44,1.2,49.70095,-11.54109,0
227579000,2015-03-04 02:02:25,1.6,49.56711,-11.5027,0
227579000,2015-03-04 02:46:00,1.3,49.56542,-11.48051,0
227579000,2015-03-04 14:52:25,0.7,49.47238,-11.57337,0
227579000,2015-03-04 19:59:55,4.5,49.62347,-11.56474,0
227579000,2015-03-04 22:42:14,5.6,49.47707,-11.53845,0
227579000,2015-03-05 01:07:44,1.0,49.58405,-11.4888,0
227579000,2015-03-05 01:26:44,0.9,49.5885,-11.48513,0
227579000,2015-03-05 01:28:25,0.8,49.58886,-11.48475,0
227579000,2015-03-05 02:10:15,1.0,49.59819,-11.47768,0
227579000,2015-03-05 14:12:25,1.7,49.67978,-11.50868,0
227579000,2015-03-05 22:27:44,4.5,49.39069,-11.58879,0
227579000,2015-03-05 23:11:50,3.9,49.34396,-11.60371,1
227579000,2015-03-05 23:31:04,0.7,49.33681,-11.60548,0
227579000,2015-03-05 23:48:05,1.0,49.34087,-11.60676,0
227579000,2015-03-06 00:32:33,1.2,49.35201,-11.60977,0
227579000,2015-03-06 00:54:24,1.0,49.35741,-11.61124,0
227579000,2015-03-06 01:04:50,1.1,49.35983,-11.61152,0
227579000,2015-03-06 01:04:52,1.1,49.35983,-11.61152,0
227579000,2015-03-06 01:05:02,0.5,49.35985,-11.61152,0
227579000,2015-03-06 01:06:52,0.8,49.36029,-11.61158,0
227579000,2015-03-06 01:35:33,0.9,49.36606,-11.603,0
227579000,2015-03-06 01:57:43,1.1,49.37166,-11.60308,0
227579000,2015-03-06 12:38:46,0.3,49.25756,-11.6286,0
227579000,2015-03-06 12:59:09,0.9,49.2497,-11.63056,0
227579000,2015-03-06 14:29:05,0.8,49.2219,-11.63976,0
227579000,2015-03-06 14:56:06,1.3,49.21689,-11.64112,0
227579000,2015-03-06 15:41:09,1.2,49.22297,-11.63126,0
227579000,2015-03-06 15:55:36,6.2,49.20797,-11.63651,0
227579000,2015-03-06 19:06:04,1.7,49.1745,-11.72423,0
227579000,2015-03-06 19:06:04,1.7,49.1745,-11.72423,0
227579000,2015-03-07 00:20:04,6.0,49.4,-11.60289,0
227579000,2015-03-07 01:26:04,5.2,49.50497,-11.60418,0
227579000,2015-03-07 06:15:21,3.0,49.67409,-11.56865,1
227579000,2015-03-07 07:22:12,0.9,49.66117,-11.57505,0
227579000,2015-03-07 07:42:42,1.5,49.65608,-11.57538,0
227579000,2015-03-07 12:44:57,1.3,49.55224,-11.59368,0
227579000,2015-03-07 19:15:15,2.2,49.55292,-11.57294,1
227579000,2015-03-07 19:31:03,1.6,49.54759,-11.57227,0
227579000,2015-03-07 21:12:28,2.2,49.50715,-11.5771,1
227579000,2015-03-07 23:04:20,2.9,49.49553,-11.57607,1
227579000,2015-03-08 00:05:35,6.1,49.39833,-11.5843,0
227579000,2015-03-08 00:49:23,6.4,49.3401,-11.59555,0
227579000,2015-03-08 01:35:23,6.6,49.27221,-11.61685,0
227579000,2015-03-08 02:09:13,5.5,49.22113,-11.64537,0
227579000,2015-03-08 02:09:14,5.5,49.22113,-11.64537,0
227579000,2015-03-08 15:04:31,2.2,49.66942,-11.50428,1
227579000,2015-03-08 18:13:04,1.1,49.59975,-11.50873,0
