mmsi,timestamp,speed,lat,lon,"user_id: 8, low_confidence"
228282000,2015-04-01 00:07:32,2.3,47.74841,-5.29401,1
228282000,2015-04-01 00:19:46,2.7,47.75005,-5.30556,1
228282000,2015-04-01 00:34:14,2.7,47.7522,-5.31931,1
228282000,2015-04-01 00:54:31,2.7,47.75648,-5.33757,1
228282000,2015-04-01 02:22:46,2.4,47.78237,-5.40975,1
228282000,2015-04-01 03:51:51,2.9,47.82483,-5.41526,1
228282000,2015-04-01 07:35:06,2.7,47.66057,-5.35948,1
228282000,2015-04-01 07:55:27,3.3,47.65,-5.34225,1
228282000,2015-04-01 08:17:11,2.6,47.6412,-5.32341,1
228282000,2015-04-01 08:43:08,2.8,47.64581,-5.32618,1
228282000,2015-04-01 11:39:48,3.2,47.67296,-5.38497,1
228282000,2015-04-01 11:52:09,3.3,47.67826,-5.37543,1
228282000,2015-04-01 12:21:28,2.1,47.66187,-5.35765,1
228282000,2015-04-01 12:37:47,2.5,47.65257,-5.34642,1
228282000,2015-04-01 14:08:05,2.5,47.63287,-5.38546,1
228282000,2015-04-01 22:14:55,2.3,47.46449,-5.57753,1
228282000,2015-04-01 23:57:25,1.9,47.4067,-5.60555,1
228282000,2015-04-02 02:06:09,1.8,47.35733,-5.62172,1
228282000,2015-04-02 02:18:12,2.9,47.36916,-5.62366,1
228282000,2015-04-02 02:32:47,2.8,47.38063,-5.62006,1
228282000,2015-04-02 02:46:51,2.9,47.39137,-5.61769,1
228282000,2015-04-02 03:11:52,2.6,47.40953,-5.61379,1
228282000,2015-04-02 03:32:48,2.4,47.42383,-5.6142,1
228282000,2015-04-02 15:00:17,4.5,47.59968,-5.51916,1
228282000,2015-04-02 15:13:35,2.7,47.59778,-5.5343,1
228282000,2015-04-02 20:14:38,3.0,47.39345,-5.53084,1
228282000,2015-04-02 23:18:54,3.4,47.43628,-5.46826,1
228282000,2015-04-03 00:23:37,3.1,47.46515,-5.40434,0
228282000,2015-04-03 07:30:56,8.2,47.45119,-4.89698,0
228282000,2015-04-03 07:43:14,8.2,47.46934,-4.86561,0
228282000,2015-04-03 07:55:55,8.3,47.48753,-4.83271,0
228282000,2015-04-03 08:15:36,8.3,47.51425,-4.77832,0
228282000,2015-04-03 08:27:59,8.2,47.53167,-4.74458,0
228282000,2015-04-03 08:40:59,8.5,47.55247,-4.71166,0
228282000,2015-04-03 08:54:43,8.3,47.57283,-4.67556,0
228282000,2015-04-03 09:07:40,8.4,47.59249,-4.64164,0
228282000,2015-04-03 09:20:15,8.1,47.61218,-4.6087,0
228282000,2015-04-03 09:32:54,8.8,47.63201,-4.57512,0
228282000,2015-04-03 09:45:22,8.7,47.65152,-4.54199,0
228282000,2015-04-03 09:57:41,8.7,47.671,-4.50934,0
228282000,2015-04-03 10:10:35,8.8,47.69025,-4.47381,0
228282000,2015-04-03 10:23:15,8.6,47.70911,-4.43998,0
228282000,2015-04-03 10:35:40,8.3,47.72789,-4.40673,0
228282000,2015-04-03 10:48:18,8.3,47.74648,-4.37197,0
228282000,2015-04-03 11:00:19,8.2,47.76332,-4.33831,0
228282000,2015-04-03 11:13:17,9.0,47.78246,-4.29986,0
228282000,2015-04-03 12:09:20,0.0,47.79252,-4.28432,0
228282000,2015-04-03 12:32:41,0.0,47.79256,-4.28437,0
228282000,2015-04-03 13:08:12,0.0,47.79252,-4.28427,0
228282000,2015-04-03 14:56:57,5.3,47.7929,-4.28275,0
228282000,2015-04-03 15:09:20,0.0,47.79505,-4.27926,0
228282000,2015-04-03 15:23:17,0.0,47.79506,-4.27924,0
228282000,2015-04-07 07:28:59,0.0,47.79501,-4.27922,0
228282000,2015-04-07 07:42:01,0.0,47.79492,-4.2798,0
228282000,2015-04-07 07:55:17,0.0,47.79488,-4.27978,0
228282000,2015-04-07 08:09:19,0.0,47.79486,-4.2798,0
228282000,2015-04-07 08:24:23,0.0,47.7949,-4.27982,0
228282000,2015-04-07 08:52:26,0.0,47.79487,-4.2798,0
228282000,2015-04-07 09:17:09,0.0,47.79491,-4.2798,0
228282000,2015-04-07 09:29:55,3.7,47.79421,-4.2809,0
228282000,2015-04-07 09:42:34,7.9,47.7833,-4.29926,0
228282000,2015-04-07 09:55:22,8.1,47.76592,-4.33408,0
228282000,2015-04-07 10:07:53,9.1,47.74841,-4.37198,0
228282000,2015-04-07 10:20:13,8.9,47.73158,-4.41088,0
228282000,2015-04-07 10:32:24,9.0,47.71494,-4.44912,0
228282000,2015-04-07 10:45:44,9.0,47.69756,-4.4924,0
228282000,2015-04-07 10:58:30,9.1,47.68112,-4.5324,0
228282000,2015-04-07 11:10:41,8.6,47.66481,-4.56952,0
228282000,2015-04-07 11:23:18,8.9,47.64804,-4.60801,0
228282000,2015-04-07 11:36:24,8.7,47.63149,-4.64821,0
228282000,2015-04-07 11:50:45,1.9,47.62142,-4.66908,0
228282000,2015-04-07 12:03:21,3.2,47.62358,-4.68467,0
228282000,2015-04-07 12:16:41,3.2,47.62612,-4.70226,1
228282000,2015-04-07 12:42:14,3.2,47.63027,-4.73552,1
228282000,2015-04-07 13:04:58,3.2,47.63463,-4.7648,1
228282000,2015-04-07 13:17:03,3.2,47.63693,-4.78019,1
228282000,2015-04-07 13:30:18,3.1,47.63907,-4.79722,1
228282000,2015-04-07 13:42:18,3.1,47.64102,-4.8124,1
228282000,2015-04-07 13:55:02,3.2,47.64335,-4.82832,1
228282000,2015-04-07 14:07:14,3.1,47.64549,-4.8436,1
228282000,2015-04-07 14:19:23,3.2,47.64975,-4.85807,1
228282000,2015-04-07 14:31:44,3.2,47.65505,-4.87244,1
228282000,2015-04-07 14:44:41,3.1,47.66111,-4.88724,1
228282000,2015-04-07 14:56:41,3.2,47.66653,-4.90089,1
228282000,2015-04-07 15:09:43,2.8,47.67084,-4.91614,1
228282000,2015-04-07 15:23:23,2.8,47.6685,-4.9313,1
228282000,2015-04-07 15:36:52,2.7,47.6648,-4.94546,1
228282000,2015-04-07 15:50:25,0.9,47.6626,-4.95672,1
228282000,2015-04-07 16:03:00,3.7,47.6627,-4.95836,1
228282000,2015-04-07 16:16:07,3.6,47.66804,-4.94247,1
228282000,2015-04-07 16:28:40,3.3,47.67417,-4.92502,1
228282000,2015-04-07 16:40:59,3.1,47.67412,-4.90949,1
228282000,2015-04-07 16:53:40,3.1,47.66821,-4.89645,1
228282000,2015-04-07 17:06:41,3.1,47.66276,-4.88231,1
228282000,2015-04-07 17:18:45,3.3,47.65775,-4.86861,1
228282000,2015-04-07 17:30:48,3.2,47.65212,-4.85512,1
228282000,2015-04-07 17:43:43,3.2,47.64641,-4.84055,1
228282000,2015-04-07 17:56:32,3.2,47.64299,-4.8248,1
228282000,2015-04-07 18:09:23,3.4,47.64053,-4.80829,1
228282000,2015-04-07 18:21:30,3.1,47.63791,-4.79263,1
228282000,2015-04-07 18:47:41,3.2,47.63361,-4.75856,1
228282000,2015-04-07 19:00:23,3.2,47.63156,-4.74209,1
228282000,2015-04-07 19:13:04,3.3,47.62939,-4.72588,1
228282000,2015-04-07 19:26:59,2.8,47.62679,-4.70837,1
228282000,2015-04-07 19:40:24,3.3,47.62481,-4.69243,0
228282000,2015-04-07 19:53:41,5.2,47.62141,-4.68323,0
228282000,2015-04-07 20:06:01,7.3,47.61515,-4.71291,1
228282000,2015-04-07 20:18:21,7.2,47.61115,-4.74874,0
228282000,2015-04-07 20:30:27,7.6,47.60969,-4.78444,0
228282000,2015-04-07 20:42:43,8.0,47.608,-4.82327,0
228282000,2015-04-07 20:55:37,7.9,47.60597,-4.86592,0
228282000,2015-04-07 21:08:45,8.1,47.60428,-4.90891,0
228282000,2015-04-07 21:22:01,8.2,47.60253,-4.95339,0
228282000,2015-04-07 21:37:43,8.2,47.60043,-5.00577,0
228282000,2015-04-07 21:50:38,8.3,47.5988,-5.05026,0
228282000,2015-04-07 22:02:42,8.5,47.59735,-5.09106,0
228282000,2015-04-07 22:15:45,8.4,47.59539,-5.13565,0
228282000,2015-04-07 22:28:23,8.1,47.59366,-5.17912,0
228282000,2015-04-07 22:41:19,8.4,47.5924,-5.22394,0
228282000,2015-04-07 22:57:23,8.5,47.59002,-5.2792,0
228282000,2015-04-07 23:10:38,8.5,47.58732,-5.32551,0
228282000,2015-04-07 23:22:47,8.6,47.5853,-5.36728,0
228282000,2015-04-07 23:35:42,8.7,47.58424,-5.41296,0
228282000,2015-04-07 23:48:07,8.6,47.58126,-5.45596,0
228282000,2015-04-08 00:08:20,8.7,47.57991,-5.52711,0
228282000,2015-04-08 03:55:58,7.3,47.54925,-6.27622,0
228282000,2015-04-08 09:11:59,3.1,47.54159,-6.74676,1
228282000,2015-04-08 09:25:18,3.0,47.54167,-6.76396,1
228282000,2015-04-08 09:37:39,3.3,47.54175,-6.77933,1
228282000,2015-04-08 09:49:40,3.0,47.54188,-6.79427,1
228282000,2015-04-08 10:01:46,3.2,47.54169,-6.80946,1
228282000,2015-04-08 10:14:08,3.2,47.54165,-6.82553,1
228282000,2015-04-08 10:26:48,3.1,47.5418,-6.84109,1
228282000,2015-04-08 10:41:37,3.3,47.54051,-6.86002,1
228282000,2015-04-08 10:54:08,3.2,47.54059,-6.87591,1
228282000,2015-04-08 11:06:48,3.4,47.54039,-6.89268,1
228282000,2015-04-08 11:18:48,3.4,47.54105,-6.90858,1
228282000,2015-04-08 11:31:58,3.3,47.54066,-6.9185,1
228282000,2015-04-08 11:43:58,6.9,47.54545,-6.94119,1
228282000,2015-04-08 11:56:47,3.2,47.55228,-6.95963,1
228282000,2015-04-08 12:09:18,3.6,47.55742,-6.97445,1
228282000,2015-04-08 12:21:35,3.1,47.56325,-6.98804,1
228282000,2015-04-08 12:33:41,3.5,47.56927,-7.00178,1
228282000,2015-04-08 12:46:19,3.4,47.57578,-7.01498,1
228282000,2015-04-08 12:59:08,3.8,47.57911,-7.03257,1
228282000,2015-04-08 13:11:09,3.6,47.57919,-7.04959,1
228282000,2015-04-08 13:23:39,3.4,47.57733,-7.06638,1
228282000,2015-04-08 13:29:57,3.3,47.57556,-7.07409,1
228282000,2015-04-08 13:36:29,3.2,47.57438,-7.08235,1
228282000,2015-04-08 13:49:18,3.2,47.57185,-7.09857,1
228282000,2015-04-08 14:01:28,3.1,47.56931,-7.11392,1
228282000,2015-04-08 14:14:15,3.1,47.56504,-7.12767,1
228282000,2015-04-08 14:26:59,3.1,47.56407,-7.14425,1
228282000,2015-04-08 14:39:00,3.3,47.56547,-7.15898,1
228282000,2015-04-08 14:51:59,3.1,47.5669,-7.17454,1
228282000,2015-04-08 15:05:59,2.9,47.5669,-7.19141,1
228282000,2015-04-08 15:18:38,2.9,47.56732,-7.20668,1
228282000,2015-04-08 15:30:48,2.3,47.57057,-7.21051,1
228282000,2015-04-08 15:43:41,2.6,47.57649,-7.2196,1
228282000,2015-04-08 15:57:49,2.5,47.57791,-7.2111,1
228282000,2015-04-08 16:10:30,2.1,47.57205,-7.22161,1
228282000,2015-04-08 16:23:38,2.8,47.5682,-7.23441,1
228282000,2015-04-08 16:38:27,2.9,47.56075,-7.24302,1
228282000,2015-04-08 16:51:09,2.5,47.55691,-7.22949,1
228282000,2015-04-08 17:03:40,2.8,47.56031,-7.21628,1
228282000,2015-04-08 17:16:00,2.7,47.56471,-7.20369,1
228282000,2015-04-08 17:29:18,2.9,47.56964,-7.18984,1
228282000,2015-04-08 17:41:48,3.1,47.5745,-7.17701,1
228282000,2015-04-08 17:55:19,2.7,47.57564,-7.16199,1
228282000,2015-04-08 18:07:49,1.2,47.5779,-7.15486,1
228282000,2015-04-08 18:21:59,1.9,47.5809,-7.14132,1
228282000,2015-04-08 18:55:38,3.2,47.58889,-7.09522,1
228282000,2015-04-08 19:09:18,3.2,47.59118,-7.07792,1
228282000,2015-04-08 19:22:17,3.1,47.59338,-7.06168,1
228282000,2015-04-08 19:35:59,3.0,47.59591,-7.04513,1
228282000,2015-04-08 19:48:19,2.9,47.59827,-7.03065,1
228282000,2015-04-08 20:02:08,3.0,47.60184,-7.01525,1
228282000,2015-04-08 20:14:40,2.9,47.60485,-7.00156,1
228282000,2015-04-08 20:27:19,3.2,47.60611,-6.9868,1
228282000,2015-04-08 22:34:19,2.9,47.58232,-7.00601,1
228282000,2015-04-09 05:17:19,2.0,47.59049,-7.00344,1
228282000,2015-04-09 07:13:24,3.1,47.5465,-7.00201,1
228282000,2015-04-09 07:28:42,2.8,47.55121,-6.99129,1
228282000,2015-04-09 07:42:07,6.3,47.55049,-6.98067,1
228282000,2015-04-09 07:55:35,7.0,47.54511,-6.93739,1
228282000,2015-04-09 08:08:07,9.1,47.5419,-6.89534,1
228282000,2015-04-09 08:20:18,3.7,47.54131,-6.87675,1
228282000,2015-04-09 08:42:04,2.8,47.54139,-6.84954,1
228282000,2015-04-09 09:01:19,2.8,47.54136,-6.81789,1
228282000,2015-04-09 09:14:42,3.2,47.54155,-6.80338,1
228282000,2015-04-09 09:27:50,2.9,47.53611,-6.78962,1
228282000,2015-04-09 09:40:40,2.3,47.53337,-6.77691,1
228282000,2015-04-09 09:52:50,3.6,47.54003,-6.77448,1
228282000,2015-04-09 10:04:59,3.2,47.54153,-6.79083,1
228282000,2015-04-09 10:29:19,3.4,47.54179,-6.82259,1
228282000,2015-04-09 10:41:58,3.3,47.5413,-6.83942,1
228282000,2015-04-09 10:54:43,3.2,47.53995,-6.85629,1
228282000,2015-04-09 11:07:40,0.7,47.53818,-6.87176,1
228282000,2015-04-09 11:19:48,3.2,47.5396,-6.87932,1
228282000,2015-04-09 11:32:11,8.3,47.56273,-6.89131,1
228282000,2015-04-09 11:44:28,4.1,47.57349,-6.91307,1
228282000,2015-04-09 11:56:40,3.2,47.57511,-6.92871,1
228282000,2015-04-09 12:09:57,3.2,47.57732,-6.94636,1
228282000,2015-04-09 12:22:40,3.3,47.57911,-6.96361,1
228282000,2015-04-09 12:35:01,3.7,19.61895,-6.98037,0
228282000,2015-04-09 12:47:18,3.8,47.58117,-6.99829,1
228282000,2015-04-09 12:59:48,3.7,47.5805,-7.01667,1
228282000,2015-04-09 13:12:32,3.3,47.58028,-7.035,1
228282000,2015-04-09 13:24:49,3.6,47.58064,-7.05247,1
228282000,2015-04-09 13:36:51,3.6,47.58037,-7.06872,1
228282000,2015-04-09 13:49:08,3.5,47.57957,-7.08658,1
228282000,2015-04-09 14:01:20,3.4,47.57787,-7.10323,1
228282000,2015-04-09 14:13:48,3.4,47.57574,-7.11997,1
228282000,2015-04-09 14:25:50,3.3,47.57319,-7.13545,1
228282000,2015-04-09 14:37:58,3.5,47.57358,-7.15156,1
228282000,2015-04-09 14:50:19,3.3,47.5754,-7.1681,1
228282000,2015-04-09 15:02:21,3.2,47.57525,-7.18363,1
