mmsi,timestamp,speed,lat,lon,"user_id: 8, high_confidence"
224082260,2015-02-01 00:06:10,0.0,37.59815,-0.97593,1
224082260,2015-02-01 00:18:31,0.0,37.59815,-0.97593,1
224082260,2015-02-01 00:30:51,0.0,37.59821,-0.97592,1
224082260,2015-02-01 00:44:45,0.0,37.59818,-0.97593,1
224082260,2015-02-01 00:56:53,0.0,37.59817,-0.97595,1
224082260,2015-02-01 01:09:12,0.0,37.59813,-0.97596,1
224082260,2015-02-01 01:21:35,0.0,37.59813,-0.97596,1
224082260,2015-02-01 01:33:46,0.0,37.59811,-0.97597,1
224082260,2015-02-01 01:46:30,0.0,37.59815,-0.97595,1
224082260,2015-02-01 01:58:38,0.0,37.59811,-0.97595,1
224082260,2015-02-01 02:10:45,0.0,37.59813,-0.97597,1
224082260,2015-02-01 02:24:46,0.0,37.59811,-0.97595,1
224082260,2015-02-01 02:37:01,0.0,37.59818,-0.97593,1
224082260,2015-02-01 02:50:50,0.0,37.59815,-0.97593,1
224082260,2015-02-01 03:04:31,0.0,37.59816,-0.97591,1
224082260,2015-02-01 03:16:52,0.0,37.59817,-0.97593,1
224082260,2015-02-01 03:30:31,0.0,37.59814,-0.97592,1
224082260,2015-02-01 03:43:50,0.0,37.59813,-0.97592,1
224082260,2015-02-01 03:57:27,0.0,37.59815,-0.97591,1
224082260,2015-02-01 04:10:58,0.0,37.59817,-0.97591,1
224082260,2015-02-01 04:24:52,0.0,37.59815,-0.97592,1
224082260,2015-02-01 04:38:31,0.0,37.59815,-0.97593,1
224082260,2015-02-01 04:52:01,0.0,37.59817,-0.97593,1
224082260,2015-02-01 05:04:01,0.0,37.59815,-0.97594,1
224082260,2015-02-01 05:17:52,0.0,37.59815,-0.97592,1
224082260,2015-02-01 05:31:31,0.0,37.59817,-0.97594,1
224082260,2015-02-01 05:45:11,0.0,37.59813,-0.97591,1
224082260,2015-02-01 05:59:02,0.0,37.59814,-0.97596,1
224082260,2015-02-01 06:13:02,0.0,37.59813,-0.97594,1
224082260,2015-02-01 06:25:12,0.0,37.59815,-0.97593,1
224082260,2015-02-01 06:39:11,0.0,37.59816,-0.97593,1
224082260,2015-02-01 06:51:12,0.0,37.59815,-0.97594,1
224082260,2015-02-01 07:04:41,0.0,37.59815,-0.97594,1
224082260,2015-02-01 07:18:31,0.0,37.59816,-0.97593,1
224082260,2015-02-01 07:30:32,0.0,37.59814,-0.9759,1
224082260,2015-02-01 07:44:13,0.0,37.59812,-0.97594,1
224082260,2015-02-01 07:58:03,0.0,37.59815,-0.97592,1
224082260,2015-02-01 08:11:52,0.0,37.59815,-0.97593,1
224082260,2015-02-01 08:25:32,0.0,37.59816,-0.97593,1
224082260,2015-02-01 08:39:12,0.0,37.59814,-0.97592,1
224082260,2015-02-01 08:52:52,0.0,37.59817,-0.97593,1
224082260,2015-02-01 09:06:32,0.0,37.59816,-0.97593,1
224082260,2015-02-01 09:20:12,0.0,37.59813,-0.97594,1
224082260,2015-02-01 09:34:10,0.0,37.59815,-0.97596,1
224082260,2015-02-01 09:46:11,0.0,37.59817,-0.97594,1
224082260,2015-02-01 09:58:51,0.0,37.59817,-0.97596,1
224082260,2015-02-01 10:12:52,0.0,37.59814,-0.97596,1
224082260,2015-02-01 10:26:50,0.0,37.59813,-0.97593,1
224082260,2015-02-01 10:40:32,0.0,37.59813,-0.97595,1
224082260,2015-02-01 10:54:01,0.0,37.59814,-0.97598,1
224082260,2015-02-01 11:06:32,0.0,37.59818,-0.97593,1
224082260,2015-02-01 11:20:11,0.0,37.59815,-0.97593,1
224082260,2015-02-01 11:34:02,0.0,37.59816,-0.97592,1
224082260,2015-02-01 11:47:32,0.0,37.59816,-0.97592,1
224082260,2015-02-01 12:01:21,0.0,37.59814,-0.97597,1
224082260,2015-02-01 12:15:10,0.0,37.59818,-0.97591,1
224082260,2015-02-01 12:27:11,0.0,37.59818,-0.97595,1
224082260,2015-02-01 12:40:31,0.0,37.59817,-0.97593,1
224082260,2015-02-01 12:54:30,0.0,37.59815,-0.97591,1
224082260,2015-02-01 13:08:13,0.0,37.59812,-0.97592,1
224082260,2015-02-01 13:20:22,0.0,37.59813,-0.97597,1
224082260,2015-02-01 13:34:13,0.0,37.59817,-0.97594,1
224082260,2015-02-01 13:48:03,0.0,37.59811,-0.97598,1
224082260,2015-02-01 14:00:12,0.0,37.59813,-0.97593,1
224082260,2015-02-01 14:14:09,0.0,37.59816,-0.97593,1
224082260,2015-02-01 14:27:48,0.0,37.59818,-0.97594,1
224082260,2015-02-01 14:40:11,0.0,37.59815,-0.97593,1
224082260,2015-02-01 14:52:19,0.0,37.59815,-0.97591,1
224082260,2015-02-01 15:06:11,0.0,37.59813,-0.97597,1
224082260,2015-02-01 15:18:18,0.0,37.59819,-0.97591,1
224082260,2015-02-01 15:32:11,0.0,37.5982,-0.97593,1
224082260,2015-02-01 15:46:10,0.0,37.59815,-0.97592,1
224082260,2015-02-01 15:58:32,0.0,37.59813,-0.97593,1
224082260,2015-02-01 16:13:41,0.0,37.59818,-0.97593,1
224082260,2015-02-01 16:25:50,0.0,37.59814,-0.97589,1
224082260,2015-02-01 16:38:31,0.0,37.59811,-0.97594,1
224082260,2015-02-01 16:50:42,0.0,37.59817,-0.97592,1
224082260,2015-02-01 17:04:23,0.0,37.59816,-0.97592,1
224082260,2015-02-01 17:16:54,0.0,37.59815,-0.97594,1
224082260,2015-02-01 17:30:33,0.0,37.59814,-0.97594,1
224082260,2015-02-01 17:42:55,0.0,37.59813,-0.97594,1
224082260,2015-02-01 17:55:04,0.0,37.59814,-0.97596,1
224082260,2015-02-01 18:08:14,0.0,37.59815,-0.97593,1
224082260,2015-02-01 18:20:45,0.0,37.59813,-0.97594,1
224082260,2015-02-01 18:32:57,0.0,37.59815,-0.97595,1
224082260,2015-02-01 18:45:25,0.0,37.59815,-0.97592,1
224082260,2015-02-01 18:59:21,0.0,37.59816,-0.97597,1
224082260,2015-02-01 19:12:03,0.0,37.59813,-0.97595,1
224082260,2015-02-01 19:24:42,0.0,37.59814,-0.97594,1
224082260,2015-02-01 19:36:46,0.0,37.59815,-0.97593,1
224082260,2015-02-01 19:49:43,0.0,37.59817,-0.97589,1
224082260,2015-02-01 20:02:54,0.0,37.59814,-0.97596,1
224082260,2015-02-01 20:16:45,0.0,37.59813,-0.97597,1
224082260,2015-02-01 20:30:03,0.0,37.59817,-0.97593,1
224082260,2015-02-01 20:43:44,0.0,37.59817,-0.97593,1
224082260,2015-02-01 20:56:26,0.0,37.59815,-0.97594,1
224082260,2015-02-01 21:09:31,0.0,37.59815,-0.97591,1
224082260,2015-02-01 21:22:46,0.0,37.59815,-0.97594,1
224082260,2015-02-01 21:35:32,0.0,37.59813,-0.97596,1
224082260,2015-02-01 21:47:33,0.0,37.59815,-0.97593,1
224082260,2015-02-01 21:59:43,0.0,37.59817,-0.97595,1
224082260,2015-02-01 22:13:04,0.0,37.59815,-0.97593,1
224082260,2015-02-01 22:26:43,0.0,37.59813,-0.97596,1
224082260,2015-02-01 22:39:03,0.0,37.59817,-0.97593,1
224082260,2015-02-01 22:52:53,0.0,37.59817,-0.97596,1
224082260,2015-02-01 23:05:46,0.0,37.59814,-0.97592,1
224082260,2015-02-01 23:17:54,0.0,37.59817,-0.97593,1
224082260,2015-02-01 23:30:48,0.0,37.59812,-0.97587,1
224082260,2015-02-01 23:42:55,0.0,37.59815,-0.97605,1
224082260,2015-02-01 23:55:06,0.0,37.59817,-0.97593,1
224082260,2015-02-02 00:08:42,0.0,37.59819,-0.97596,1
224082260,2015-02-02 00:22:34,0.0,37.59813,-0.97597,1
224082260,2015-02-02 00:34:45,0.0,37.59815,-0.97595,1
224082260,2015-02-02 00:48:15,0.0,37.59816,-0.97595,1
224082260,2015-02-02 01:01:54,0.0,37.59817,-0.97593,1
224082260,2015-02-02 01:13:55,0.0,37.59817,-0.97597,1
224082260,2015-02-02 01:26:13,0.0,37.59816,-0.97597,1
224082260,2015-02-02 01:38:23,0.0,37.59815,-0.97595,1
224082260,2015-02-02 01:52:23,0.0,37.59811,-0.97598,1
224082260,2015-02-02 02:05:33,0.0,37.59805,-0.976,1
224082260,2015-02-02 02:19:21,0.0,37.59813,-0.97595,1
224082260,2015-02-02 02:33:01,0.0,37.59813,-0.97593,1
224082260,2015-02-02 02:46:40,0.0,37.59815,-0.97593,1
224082260,2015-02-02 03:00:11,0.0,37.59815,-0.97593,1
224082260,2015-02-02 03:13:41,0.0,37.59813,-0.97594,1
224082260,2015-02-02 03:27:21,0.0,37.59813,-0.97593,1
224082260,2015-02-02 03:39:22,0.0,37.59813,-0.97594,1
224082260,2015-02-02 03:53:11,0.0,37.59813,-0.97592,1
224082260,2015-02-02 04:07:11,0.0,37.59818,-0.97592,1
224082260,2015-02-02 04:21:11,0.0,37.59815,-0.97593,1
224082260,2015-02-02 04:34:41,0.0,37.59813,-0.97596,1
224082260,2015-02-02 04:48:11,0.0,37.59818,-0.97598,1
224082260,2015-02-02 05:01:51,0.0,37.59817,-0.97594,1
224082260,2015-02-02 05:15:03,0.0,37.59814,-0.97597,1
224082260,2015-02-02 05:28:51,0.0,37.59815,-0.97593,1
224082260,2015-02-02 05:42:41,0.0,37.59813,-0.97597,1
224082260,2015-02-02 05:56:17,0.0,37.59813,-0.97593,1
224082260,2015-02-02 06:10:06,0.0,37.59817,-0.97593,1
224082260,2015-02-02 06:23:59,0.0,37.59816,-0.97594,1
224082260,2015-02-02 06:36:12,0.0,37.59816,-0.97594,1
224082260,2015-02-02 06:50:01,0.0,37.59819,-0.97593,1
224082260,2015-02-02 07:02:32,0.0,37.59815,-0.97593,1
224082260,2015-02-02 07:16:05,0.0,37.59815,-0.97597,1
224082260,2015-02-02 07:29:44,0.0,37.59816,-0.97594,1
224082260,2015-02-02 07:43:00,0.0,37.59814,-0.97595,1
224082260,2015-02-02 07:56:53,0.0,37.59813,-0.97593,1
224082260,2015-02-02 08:10:31,0.0,37.59811,-0.97596,1
224082260,2015-02-02 08:24:21,0.0,37.59815,-0.97598,1
224082260,2015-02-02 08:37:53,0.0,37.59815,-0.97593,1
224082260,2015-02-02 08:51:43,0.0,37.59815,-0.97594,1
224082260,2015-02-02 09:05:22,0.0,37.59816,-0.97593,1
224082260,2015-02-02 09:19:32,0.0,37.59813,-0.97598,1
224082260,2015-02-02 09:33:21,0.0,37.59815,-0.97597,1
224082260,2015-02-02 09:45:52,0.0,37.59814,-0.97597,1
224082260,2015-02-02 09:59:48,0.0,37.59813,-0.97594,1
224082260,2015-02-02 10:11:52,0.0,37.59815,-0.97595,1
224082260,2015-02-02 10:24:01,0.0,37.59813,-0.97594,1
224082260,2015-02-02 10:37:29,0.0,37.59813,-0.97596,1
224082260,2015-02-02 10:51:14,0.0,37.59817,-0.97593,1
224082260,2015-02-02 11:04:44,0.0,37.59815,-0.97594,1
224082260,2015-02-02 11:17:11,0.0,37.59815,-0.97594,1
224082260,2015-02-02 11:30:20,0.0,37.59814,-0.97596,1
224082260,2015-02-02 11:43:04,0.0,37.59819,-0.97593,1
224082260,2015-02-02 11:55:50,0.0,37.59815,-0.97595,1
224082260,2015-02-02 12:08:12,0.0,37.59815,-0.97594,1
224082260,2015-02-02 12:21:45,0.0,37.59814,-0.97597,1
224082260,2015-02-02 12:34:31,0.0,37.59815,-0.97592,1
224082260,2015-02-02 12:49:19,0.0,37.59815,-0.97594,1
224082260,2015-02-02 13:01:29,0.0,37.59815,-0.97593,1
224082260,2015-02-02 13:14:22,0.0,37.59813,-0.97595,1
224082260,2015-02-02 13:26:33,0.0,37.59813,-0.97593,1
224082260,2015-02-02 13:39:01,0.0,37.59814,-0.97592,1
224082260,2015-02-02 13:52:32,0.0,37.59818,-0.97596,1
224082260,2015-02-02 14:04:41,0.0,37.59815,-0.97594,1
224082260,2015-02-02 14:17:10,0.0,37.59815,-0.97595,1
224082260,2015-02-02 14:31:04,0.0,37.59815,-0.97598,1
224082260,2015-02-02 14:45:08,0.0,37.59817,-0.97596,1
224082260,2015-02-02 14:57:39,0.0,37.59815,-0.97593,1
224082260,2015-02-02 15:09:51,0.0,37.59816,-0.97596,1
224082260,2015-02-02 15:22:23,0.0,37.59811,-0.97594,1
224082260,2015-02-02 15:36:13,0.0,37.59817,-0.97593,1
224082260,2015-02-02 15:49:01,0.0,37.59817,-0.97592,1
224082260,2015-02-02 16:02:28,0.0,37.59813,-0.97596,1
224082260,2015-02-02 16:15:22,0.0,37.59813,-0.97594,1
224082260,2015-02-02 16:27:40,0.0,37.59813,-0.97596,1
224082260,2015-02-02 16:39:44,0.0,37.59815,-0.97594,1
