mmsi,timestamp,speed,lat,lon,"user_id: 8, medium_confidence"
247121880,2015-07-01 19:23:39,2.5,35.95049,15.3982,0
247121880,2015-07-01 19:43:19,2.3,35.96418,15.40163,0
247121880,2015-07-01 20:01:20,2.5,35.97647,15.4042,1
247121880,2015-07-01 22:12:30,2.4,36.06318,15.42789,1
247121880,2015-07-01 22:43:49,2.3,36.08372,15.43606,1
247121880,2015-07-01 23:24:47,2.4,36.11085,15.42718,1
247121880,2015-07-01 23:43:10,0.9,36.10753,15.42829,1
247121880,2015-07-02 00:17:09,7.1,36.15423,15.4193,0
247121880,2015-07-02 00:33:13,7.1,36.18579,15.41396,0
247121880,2015-07-02 00:48:28,7.0,36.21607,15.40837,0
247121880,2015-07-02 01:04:10,7.1,36.24692,15.40208,0
247121880,2015-07-02 01:19:49,6.9,36.27716,15.39538,0
247121880,2015-07-02 01:35:50,7.1,36.30799,15.3885,0
247121880,2015-07-02 01:51:50,7.3,36.3402,15.38152,1
247121880,2015-07-02 02:07:30,7.6,36.35027,15.38212,1
247121880,2015-07-02 02:23:10,2.4,36.33621,15.36327,1
247121880,2015-07-02 02:39:28,2.5,36.32906,15.35233,1
247121880,2015-07-02 02:54:49,2.7,36.32322,15.3408,1
247121880,2015-07-02 03:10:59,2.6,36.31726,15.32812,1
247121880,2015-07-02 03:27:49,2.5,36.31154,15.31517,1
247121880,2015-07-02 03:44:40,2.7,36.30457,15.30322,1
247121880,2015-07-02 04:00:41,2.8,36.29303,15.29941,1
247121880,2015-07-02 04:16:48,2.5,36.2813,15.29908,1
247121880,2015-07-02 04:32:39,2.5,36.26979,15.29958,1
247121880,2015-07-02 04:48:39,2.5,36.25853,15.2998,1
247121880,2015-07-02 05:03:59,2.5,36.24782,15.3001,1
247121880,2015-07-02 05:19:20,2.5,36.23713,15.30106,1
247121880,2015-07-02 05:36:21,2.6,36.22532,15.30225,1
247121880,2015-07-02 06:10:58,2.5,36.20127,15.30453,1
247121880,2015-07-02 06:27:38,2.4,36.18969,15.30536,1
247121880,2015-07-02 06:43:59,2.4,36.17841,15.30676,1
247121880,2015-07-02 07:01:00,2.4,36.16667,15.30798,1
247121880,2015-07-02 07:17:19,2.5,36.15536,15.30831,0
247121880,2015-07-02 08:07:39,4.9,36.13761,15.3057,0
247121880,2015-07-02 08:24:20,2.5,36.15859,15.30355,0
247121880,2015-07-02 08:39:38,2.3,36.1685,15.30311,1
247121880,2015-07-02 08:58:38,2.4,36.18093,15.30263,1
247121880,2015-07-02 09:15:03,2.3,36.19161,15.30197,1
247121880,2015-07-02 09:32:09,2.4,36.2027,15.30143,1
247121880,2015-07-02 10:42:59,2.6,36.25177,15.30113,1
247121880,2015-07-02 11:27:21,2.7,36.28264,15.30155,1
247121880,2015-07-02 11:43:42,2.3,36.29376,15.30231,1
247121880,2015-07-02 12:00:10,2.5,36.30518,15.30513,1
247121880,2015-07-02 12:16:39,2.7,36.3133,15.31593,1
247121880,2015-07-02 12:40:20,2.3,36.32364,15.33174,1
247121880,2015-07-02 13:54:19,2.1,36.34637,15.36871,1
247121880,2015-07-02 15:59:51,8.7,36.65419,15.37467,0
247121880,2015-07-02 16:15:59,8.8,36.69428,15.37541,0
247121880,2015-07-02 16:31:29,8.7,36.72269,15.37632,0
247121880,2015-07-02 16:46:39,9.0,36.76095,15.3767,0
247121880,2015-07-02 17:02:28,9.1,36.80101,15.37541,0
247121880,2015-07-02 17:17:29,9.0,36.83919,15.37513,0
247121880,2015-07-02 17:33:40,9.3,36.88105,15.37548,0
247121880,2015-07-02 17:48:49,9.2,36.91997,15.36949,0
247121880,2015-07-02 18:06:49,9.2,36.96578,15.35832,0
247121880,2015-07-02 18:30:28,9.1,37.02392,15.33962,0
247121880,2015-07-03 19:56:01,9.1,36.96509,15.35292,0
247121880,2015-07-03 20:11:12,8.8,36.92756,15.35009,0
247121880,2015-07-03 20:26:28,8.3,36.89086,15.34759,0
247121880,2015-07-03 20:45:51,8.3,36.84556,15.34546,0
