mmsi,timestamp,speed,lat,lon,"user_id: 8, medium_confidence"
431802000,2015-02-01 00:04:02,1.5,-10.0555,-115.25367,1
431802000,2015-02-01 00:04:02,1.5,-10.0555,-115.25367,1
431802000,2015-02-01 00:17:13,1.5,-10.055,-115.25949,1
431802000,2015-02-01 00:22:12,1.3,-10.05483,-115.26167,1
431802000,2015-02-01 00:26:47,1.3,-10.0545,-115.26366,1
431802000,2015-02-01 00:38:04,1.3,-10.05417,-115.26851,1
431802000,2015-02-01 00:38:04,1.3,-10.05417,-115.26851,1
431802000,2015-02-01 00:42:11,1.3,-10.054,-115.27016,1
431802000,2015-02-01 00:47:02,1.5,-10.05367,-115.272,1
431802000,2015-02-01 00:53:03,1.5,-10.05333,-115.27451,1
431802000,2015-02-01 00:53:43,1.5,-10.05333,-115.27467,1
431802000,2015-02-01 01:03:53,1.3,-10.05283,-115.27882,1
431802000,2015-02-01 01:04:31,1.3,-10.05283,-115.279,1
431802000,2015-02-01 01:04:31,1.3,-10.05283,-115.279,1
431802000,2015-02-01 01:04:41,1.3,-10.05283,-115.27917,1
431802000,2015-02-01 01:04:41,1.3,-10.05283,-115.27917,1
431802000,2015-02-01 01:05:00,1.3,-10.05283,-115.27917,1
431802000,2015-02-01 01:05:00,1.3,-10.05283,-115.27917,1
431802000,2015-02-01 01:05:22,1.3,-10.05283,-115.27934,1
431802000,2015-02-01 01:05:22,1.3,-10.05283,-115.27934,1
431802000,2015-02-01 01:05:31,1.3,-10.05283,-115.2795,1
431802000,2015-02-01 01:05:31,1.3,-10.05283,-115.2795,1
431802000,2015-02-01 01:05:42,1.3,-10.05283,-115.2795,1
431802000,2015-02-01 01:05:42,1.3,-10.05283,-115.2795,1
431802000,2015-02-01 01:05:42,1.3,-10.05283,-115.2795,1
431802000,2015-02-01 01:05:50,1.3,-10.05283,-115.2795,1
431802000,2015-02-01 01:05:50,1.3,-10.05283,-115.2795,1
431802000,2015-02-01 01:05:50,1.3,-10.05283,-115.2795,1
431802000,2015-02-01 01:06:00,1.2,-10.05283,-115.27966,1
431802000,2015-02-01 01:06:00,1.2,-10.05283,-115.27966,1
