mmsi,timestamp,speed,lat,lon,"user_id: 8, medium_confidence"
431802000,2015-06-01 00:45:18,1.5,4.85883,-125.675,1
431802000,2015-06-01 01:01:27,3.0,4.85733,-125.66816,1
431802000,2015-06-01 01:10:28,9.6,4.84117,-125.68416,1
431802000,2015-06-01 01:10:28,9.6,4.84117,-125.68416,1
431802000,2015-06-01 01:10:28,9.6,4.84117,-125.68416,1
431802000,2015-06-01 01:10:37,9.6,4.84083,-125.68451,1
431802000,2015-06-01 01:10:37,9.6,4.84083,-125.68451,1
431802000,2015-06-01 01:20:51,1.3,4.83517,-125.69466,1
431802000,2015-06-01 01:20:51,1.3,4.83517,-125.69466,1
431802000,2015-06-01 01:23:17,1.3,4.836,-125.69518,1
431802000,2015-06-01 01:28:14,3.1,4.83467,-125.69566,1
431802000,2015-06-01 01:33:17,3.9,4.83,-125.69384,1
431802000,2015-06-01 01:33:18,3.9,4.83,-125.69384,1
431802000,2015-06-01 01:42:23,4.0,4.82133,-125.68949,1
431802000,2015-06-01 01:44:56,4.8,4.81833,-125.68833,1
431802000,2015-06-01 01:49:38,4.6,4.81267,-125.68633,1
431802000,2015-06-01 01:54:38,5.7,4.806,-125.68384,1
431802000,2015-06-01 02:13:48,5.0,4.7835,-125.675,1
431802000,2015-06-01 02:25:25,4.9,4.76733,-125.66984,1
431802000,2015-06-01 02:30:25,4.2,4.762,-125.66734,1
431802000,2015-06-01 02:35:37,5.2,4.75433,-125.66534,1
431802000,2015-06-01 02:44:51,5.7,4.74,-125.661,1
431802000,2015-06-01 02:49:48,4.0,4.73283,-125.65867,1
431802000,2015-06-01 02:54:45,5.9,4.725,-125.65651,1
431802000,2015-06-01 03:08:37,5.1,4.70983,-125.65118,1
431802000,2015-06-01 03:13:30,3.0,4.70333,-125.64967,1
431802000,2015-06-01 03:27:38,4.6,4.686,-125.64317,1
431802000,2015-06-01 03:28:18,5.0,4.685,-125.643,1
431802000,2015-06-01 03:38:08,5.0,4.671,-125.63816,1
431802000,2015-06-01 04:12:15,1.7,4.62767,-125.62566,1
431802000,2015-06-01 04:13:17,1.8,4.6275,-125.62518,1
431802000,2015-06-01 06:02:45,4.5,4.50017,-125.58633,1
431802000,2015-06-01 06:03:06,4.4,4.49983,-125.58633,1
431802000,2015-06-01 06:03:16,4.4,4.49967,-125.58633,1
431802000,2015-06-01 06:03:35,4.4,4.49933,-125.58616,1
431802000,2015-06-01 07:16:28,2.3,4.41633,-125.56349,1
431802000,2015-06-01 07:35:17,4.2,4.4,-125.557,1
431802000,2015-06-01 07:35:17,4.2,4.4,-125.557,1
431802000,2015-06-01 07:35:23,4.2,4.4,-125.557,1
431802000,2015-06-01 07:35:27,4.3,4.39983,-125.557,1
431802000,2015-06-01 07:35:29,4.3,4.39983,-125.557,1
