mmsi,timestamp,speed,lat,lon,"user_id: 8, low_confidence"
224082260,2015-06-11 16:48:07,0.0,36.74462,-3.02352,0
224082260,2015-06-11 17:03:36,0.0,36.74461,-3.02351,0
224082260,2015-06-11 17:20:27,0.0,36.7446,-3.02351,0
224082260,2015-06-11 17:35:37,0.0,36.74463,-3.02354,0
224082260,2015-06-11 17:52:27,0.0,36.74459,-3.02348,0
224082260,2015-06-11 18:09:28,0.0,36.7446,-3.02348,0
224082260,2015-06-11 18:24:48,0.0,36.74461,-3.02349,0
224082260,2015-06-11 18:41:26,0.0,36.7446,-3.0235,0
224082260,2015-06-11 18:58:07,0.0,36.74459,-3.02348,0
224082260,2015-06-11 19:13:38,0.0,36.74462,-3.0235,0
224082260,2015-06-11 19:28:39,0.0,36.74459,-3.02349,0
224082260,2015-06-11 19:46:18,0.0,36.74459,-3.02348,0
224082260,2015-06-11 20:02:28,0.0,36.74459,-3.02351,0
224082260,2015-06-11 20:17:36,0.0,36.74459,-3.02351,0
224082260,2015-06-11 20:34:07,0.0,36.74457,-3.0235,0
224082260,2015-06-11 20:49:26,0.0,36.74461,-3.02349,0
224082260,2015-06-11 21:05:16,0.0,36.74459,-3.02348,0
224082260,2015-06-11 21:21:46,0.0,36.74457,-3.0235,0
224082260,2015-06-11 21:38:37,0.0,36.74459,-3.0235,0
224082260,2015-06-11 21:54:57,0.0,36.74457,-3.02348,0
224082260,2015-06-11 22:10:47,0.0,36.74457,-3.0235,0
224082260,2015-06-11 22:27:27,0.0,36.74458,-3.0235,0
224082260,2015-06-11 22:43:18,0.0,36.74458,-3.02348,0
224082260,2015-06-11 22:59:46,0.0,36.74459,-3.02349,0
224082260,2015-06-11 23:17:08,0.0,36.74458,-3.0235,0
224082260,2015-06-11 23:32:37,0.2,36.74461,-3.02349,0
224082260,2015-06-11 23:48:08,0.0,36.74459,-3.0235,0
224082260,2015-06-12 00:04:47,0.0,36.74459,-3.02347,0
224082260,2015-06-12 00:21:17,0.0,36.74459,-3.02345,0
224082260,2015-06-12 00:36:47,0.0,36.74459,-3.02346,0
224082260,2015-06-12 00:52:27,0.0,36.74459,-3.02349,0
224082260,2015-06-12 01:12:26,0.0,36.74461,-3.02352,0
224082260,2015-06-12 01:28:46,0.0,36.74459,-3.02348,0
224082260,2015-06-12 01:44:16,0.0,36.74461,-3.02349,0
224082260,2015-06-12 02:01:38,0.0,36.74459,-3.02349,0
224082260,2015-06-12 02:19:28,0.0,36.74461,-3.02349,0
224082260,2015-06-12 02:34:47,0.0,36.74459,-3.02348,0
224082260,2015-06-12 02:51:36,0.0,36.74459,-3.02349,0
224082260,2015-06-12 03:06:46,0.0,36.74459,-3.0235,0
224082260,2015-06-12 03:22:08,0.0,36.74459,-3.02351,0
224082260,2015-06-12 03:38:46,0.0,36.74459,-3.02348,0
224082260,2015-06-12 03:56:37,0.0,36.74455,-3.0235,0
224082260,2015-06-12 04:11:38,0.0,36.74461,-3.02349,0
224082260,2015-06-12 04:28:27,0.0,36.74456,-3.02349,0
224082260,2015-06-12 04:44:07,0.0,36.74459,-3.0235,0
224082260,2015-06-12 05:00:59,0.0,36.74459,-3.0235,0
224082260,2015-06-12 05:18:07,0.0,36.74461,-3.0235,0
224082260,2015-06-12 05:34:27,0.0,36.7446,-3.02349,0
224082260,2015-06-12 05:49:47,0.0,36.74457,-3.02351,0
224082260,2015-06-12 06:04:48,0.0,36.74459,-3.02348,0
224082260,2015-06-12 06:18:24,0.0,36.7446,-3.02349,0
224082260,2015-06-12 06:20:57,0.0,36.74459,-3.02349,0
224082260,2015-06-12 06:37:17,0.0,36.74461,-3.02351,0
224082260,2015-06-12 06:53:37,0.0,36.74459,-3.02351,0
224082260,2015-06-12 07:09:46,0.0,36.74455,-3.02349,0
224082260,2015-06-12 07:25:47,0.0,36.74459,-3.02349,0
224082260,2015-06-12 07:41:47,0.0,36.74457,-3.02349,0
224082260,2015-06-12 07:58:45,0.0,36.74458,-3.02348,0
224082260,2015-06-12 08:17:06,0.0,36.74457,-3.02349,0
224082260,2015-06-12 08:51:28,0.0,36.74458,-3.02349,0
224082260,2015-06-12 09:14:55,0.0,36.74458,-3.02348,0
