mmsi,timestamp,speed,lat,lon,"user_id: 8, medium_confidence"
431802000,2015-04-01 00:00:12,11.6,-2.4855,-127.87033,0
431802000,2015-04-01 00:02:12,11.4,-2.4845,-127.864,0
431802000,2015-04-01 00:03:21,11.7,-2.484,-127.86016,0
431802000,2015-04-01 00:06:52,11.6,-2.48233,-127.849,0
431802000,2015-04-01 00:08:51,11.6,-2.48117,-127.84251,0
431802000,2015-04-01 00:12:12,11.7,-2.47967,-127.832,0
431802000,2015-04-01 00:12:12,11.7,-2.47967,-127.832,0
431802000,2015-04-01 00:31:12,11.6,-2.46983,-127.77184,0
431802000,2015-04-01 00:42:22,11.6,-2.46383,-127.73634,0
431802000,2015-04-01 00:46:12,11.6,-2.46167,-127.72416,0
431802000,2015-04-01 00:51:02,11.7,-2.459,-127.70866,0
431802000,2015-04-01 00:51:02,11.7,-2.459,-127.70866,0
431802000,2015-04-01 01:05:02,11.4,-2.45117,-127.66416,0
431802000,2015-04-01 01:09:41,11.6,-2.4485,-127.64933,0
431802000,2015-04-01 01:14:51,11.4,-2.44567,-127.633,0
431802000,2015-04-01 01:24:32,11.6,-2.43983,-127.60233,0
431802000,2015-04-01 01:28:11,11.4,-2.43767,-127.59067,0
431802000,2015-04-01 01:33:11,11.4,-2.4345,-127.575,0
431802000,2015-04-01 01:38:40,11.6,-2.43133,-127.55766,0
431802000,2015-04-01 01:45:21,11.6,-2.42733,-127.53633,0
431802000,2015-04-01 01:46:22,11.7,-2.42667,-127.53317,0
431802000,2015-04-01 01:46:51,11.6,-2.42633,-127.53167,0
431802000,2015-04-01 01:46:51,11.6,-2.42633,-127.53167,0
431802000,2015-04-01 01:50:11,11.7,-2.42433,-127.521,0
431802000,2015-04-01 01:51:41,11.7,-2.42333,-127.51616,0
431802000,2015-04-01 01:55:11,11.4,-2.42133,-127.50517,0
431802000,2015-04-01 02:05:01,11.4,-2.41567,-127.474,0
431802000,2015-04-01 02:10:02,11.4,-2.4125,-127.45816,0
431802000,2015-04-01 02:15:01,11.4,-2.40967,-127.44234,0
431802000,2015-04-01 02:25:51,11.6,-2.40333,-127.408,0
431802000,2015-04-01 02:28:51,11.6,-2.40167,-127.39851,0
431802000,2015-04-01 02:34:12,11.7,-2.3985,-127.38149,0
431802000,2015-04-01 02:39:12,11.6,-2.39567,-127.36567,0
431802000,2015-04-01 02:50:21,11.4,-2.3895,-127.33,0
431802000,2015-04-01 02:53:01,11.4,-2.38783,-127.32166,0
431802000,2015-04-01 02:58:01,11.6,-2.385,-127.30566,0
431802000,2015-04-01 03:11:41,11.4,-2.377,-127.26234,0
431802000,2015-04-01 03:15:51,11.6,-2.37483,-127.24883,0
431802000,2015-04-01 03:20:51,11.8,-2.37183,-127.23283,0
431802000,2015-04-01 03:32:52,11.8,-2.3645,-127.1945,0
