mmsi,timestamp,speed,lat,lon,"user_id: 8, medium_confidence"
227579000,2015-12-01 02:55:50,5.7,47.33898,-5.02628,1
227579000,2015-12-01 03:11:08,5.3,47.33846,-4.99099,1
227579000,2015-12-01 03:11:08,5.3,47.33846,-4.99099,1
227579000,2015-12-01 04:13:48,1.5,47.34239,-4.92159,1
227579000,2015-12-01 04:49:38,2.1,47.33223,-4.91274,1
227579000,2015-12-01 04:53:26,1.6,47.33213,-4.91033,1
227579000,2015-12-01 05:24:49,1.7,47.3306,-4.88895,1
227579000,2015-12-01 05:24:49,1.7,47.3306,-4.88895,1
227579000,2015-12-01 06:08:34,1.9,47.33026,-4.92391,1
227579000,2015-12-01 06:08:34,1.9,47.33026,-4.92391,1
227579000,2015-12-01 06:34:53,0.9,47.33403,-4.9123,1
227579000,2015-12-01 06:54:09,1.1,47.33677,-4.90613,1
227579000,2015-12-01 07:27:13,0.7,47.3393,-4.89572,1
227579000,2015-12-01 08:30:28,1.6,47.32346,-4.93436,1
227579000,2015-12-01 08:30:28,1.6,47.32346,-4.93436,1
227579000,2015-12-01 08:47:18,1.6,47.32014,-4.92393,1
227579000,2015-12-01 08:47:18,1.6,47.32014,-4.92393,1
227579000,2015-12-01 09:06:47,1.2,47.31538,-4.91369,1
227579000,2015-12-01 09:06:47,1.2,47.31538,-4.91369,1
227579000,2015-12-01 09:32:09,1.6,47.30982,-4.8994,1
227579000,2015-12-01 09:32:09,1.6,47.30982,-4.8994,1
227579000,2015-12-01 09:48:37,2.0,47.30713,-4.89029,1
227579000,2015-12-01 09:50:46,1.0,47.30676,-4.88915,1
227579000,2015-12-01 10:37:17,0.1,47.31954,-4.91815,1
227579000,2015-12-01 12:57:07,1.1,47.32834,-4.96269,1
227579000,2015-12-01 12:57:07,1.1,47.32834,-4.96269,1
227579000,2015-12-01 22:57:11,8.4,47.53203,-5.12193,1
227579000,2015-12-02 03:17:45,2.0,47.50226,-5.13561,1
227579000,2015-12-02 04:52:32,1.1,47.51833,-5.05884,1
227579000,2015-12-02 05:32:12,1.0,47.52757,-5.04533,1
227579000,2015-12-02 07:09:56,2.1,47.50542,-5.05436,1
227579000,2015-12-02 07:09:56,2.1,47.50542,-5.05436,1
227579000,2015-12-02 08:58:30,0.9,47.50311,-5.00724,1
227579000,2015-12-02 09:34:26,1.5,47.50808,-4.99593,1
227579000,2015-12-02 12:01:03,0.6,47.49929,-5.03128,1
227579000,2015-12-02 14:50:09,0.8,47.49953,-5.10063,1
227579000,2015-12-02 15:06:02,1.0,47.49957,-5.10721,1
227579000,2015-12-02 15:20:25,1.3,47.49936,-5.11351,1
227579000,2015-12-02 15:39:28,1.1,47.49968,-5.1223,1
227579000,2015-12-02 15:56:49,1.4,47.5005,-5.12326,1
227579000,2015-12-02 16:12:08,8.2,47.49921,-5.08392,1
227579000,2015-12-02 16:27:13,8.1,47.49584,-5.03222,1
227579000,2015-12-02 16:43:14,8.9,47.49516,-4.97737,1
227579000,2015-12-02 21:45:57,8.7,47.48826,-4.84482,0
227579000,2015-12-02 22:10:31,9.4,47.48589,-4.76042,0
227579000,2015-12-02 22:37:11,9.0,47.48392,-4.67164,0
227579000,2015-12-02 23:21:11,8.7,47.48986,-4.52417,0
227579000,2015-12-02 23:21:11,8.7,47.48986,-4.52417,0
227579000,2015-12-02 23:42:48,7.3,47.4967,-4.44905,0
227579000,2015-12-03 03:11:09,8.8,47.62289,-3.74946,0
227579000,2015-12-03 03:11:09,8.8,47.62289,-3.74946,0
227579000,2015-12-03 03:32:49,8.5,47.64238,-3.67981,0
227579000,2015-12-03 03:32:49,8.5,47.64238,-3.67981,0
227579000,2015-12-03 03:48:37,5.8,47.65717,-3.63427,0
227579000,2015-12-03 03:50:29,5.8,47.65845,-3.63036,0
227579000,2015-12-03 04:04:06,5.7,47.66628,-3.60135,0
227579000,2015-12-03 04:07:38,5.8,47.66872,-3.59251,0
227579000,2015-12-03 04:19:10,5.6,47.67305,-3.5665,0
227579000,2015-12-03 04:22:47,5.8,47.67373,-3.55788,0
227579000,2015-12-03 04:34:48,5.4,47.67358,-3.53455,0
227579000,2015-12-03 04:38:00,5.9,47.67306,-3.52734,0
227579000,2015-12-03 04:50:16,5.7,47.6709,-3.49856,0
227579000,2015-12-03 04:53:08,5.7,47.67029,-3.49186,0
227579000,2015-12-03 05:05:29,5.5,47.66993,-3.47334,0
227579000,2015-12-03 05:08:28,5.3,47.66936,-3.46637,0
227579000,2015-12-03 05:20:40,1.9,47.66636,-3.44187,0
