mmsi,timestamp,speed,lat,lon,"user_id: 8, low_confidence"
228282000,2015-07-01 00:05:47,2.6,47.78636,-5.23476,1
228282000,2015-07-01 00:23:49,2.7,47.77604,-5.24344,1
228282000,2015-07-01 00:39:59,2.4,47.76675,-5.25157,1
228282000,2015-07-01 00:56:37,2.2,47.75725,-5.26057,1
228282000,2015-07-01 01:17:28,2.9,47.74404,-5.26613,1
228282000,2015-07-01 01:28:56,3.9,47.74392,-5.25206,1
228282000,2015-07-01 01:28:59,3.8,47.74392,-5.25206,1
228282000,2015-07-01 01:33:04,3.7,47.74734,-5.2488,1
228282000,2015-07-01 01:48:56,3.5,47.76269,-5.24384,1
228282000,2015-07-01 01:56:46,3.4,47.77015,-5.24229,1
228282000,2015-07-01 01:56:50,3.3,47.77015,-5.24229,1
228282000,2015-07-01 02:04:47,3.3,47.77761,-5.23953,1
228282000,2015-07-01 02:13:11,3.3,47.78548,-5.23724,1
228282000,2015-07-01 02:16:27,3.3,47.7887,-5.23678,1
228282000,2015-07-01 02:19:51,3.7,47.79189,-5.23545,1
228282000,2015-07-01 02:29:19,3.5,47.80088,-5.23278,1
228282000,2015-07-01 02:33:57,3.4,47.8051,-5.23092,1
228282000,2015-07-01 02:35:06,3.4,47.80616,-5.23051,1
228282000,2015-07-01 02:47:59,3.3,47.81322,-5.2206,1
228282000,2015-07-01 02:50:27,3.3,47.81199,-5.21783,1
228282000,2015-07-01 02:57:16,3.4,47.80628,-5.21642,1
228282000,2015-07-01 03:06:03,2.6,47.80036,-5.22126,1
228282000,2015-07-01 03:11:41,2.7,47.79651,-5.22469,1
228282000,2015-07-01 03:15:46,2.4,47.79386,-5.22729,1
228282000,2015-07-01 03:22:27,2.8,47.78934,-5.2311,1
228282000,2015-07-01 03:26:49,2.7,47.7867,-5.23433,1
228282000,2015-07-01 03:30:56,0.7,47.78484,-5.23584,1
228282000,2015-07-01 03:37:50,3.3,47.78226,-5.23285,1
228282000,2015-07-01 03:42:40,4.7,47.77998,-5.22479,1
228282000,2015-07-01 03:46:35,3.9,47.7786,-5.21901,1
228282000,2015-07-01 03:52:58,3.1,47.77852,-5.20686,1
228282000,2015-07-01 04:04:25,3.1,47.77939,-5.19144,1
228282000,2015-07-01 04:05:29,2.7,47.77942,-5.19007,1
228282000,2015-07-01 04:08:46,3.2,47.78088,-5.18639,1
228282000,2015-07-01 04:29:25,2.9,47.79427,-5.17187,1
228282000,2015-07-01 04:29:33,2.9,47.79427,-5.17187,1
228282000,2015-07-01 04:39:48,2.9,47.80107,-5.16528,1
228282000,2015-07-01 04:45:21,2.7,47.80443,-5.16122,1
228282000,2015-07-01 04:47:55,2.7,47.80615,-5.15957,1
228282000,2015-07-01 04:55:40,2.8,47.81052,-5.15342,1
228282000,2015-07-01 05:04:28,2.7,47.81566,-5.14692,1
228282000,2015-07-01 05:04:31,2.7,47.81566,-5.14692,1
