mmsi,timestamp,speed,lat,lon,"user_id: 8, medium_confidence"
228282000,2015-05-05 17:26:52,0.0,47.79288,-4.28009,0
228282000,2015-05-05 17:39:05,0.0,47.79289,-4.28008,0
228282000,2015-05-20 06:27:01,0.0,47.79495,-4.27979,0
228282000,2015-05-20 07:36:33,0.5,47.7949,-4.27946,0
228282000,2015-05-20 07:52:51,5.4,47.78797,-4.28967,0
228282000,2015-05-20 08:08:34,8.0,47.76935,-4.32463,0
228282000,2015-05-20 08:24:14,8.4,47.76684,-4.37105,0
228282000,2015-05-20 08:39:33,6.9,47.78214,-4.41701,0
228282000,2015-05-20 08:54:54,7.8,47.79907,-4.45987,0
228282000,2015-05-20 09:11:14,8.7,47.81757,-4.50611,0
228282000,2015-05-20 09:27:30,8.2,47.83508,-4.55385,0
228282000,2015-05-20 09:42:32,8.2,47.8518,-4.59793,0
228282000,2015-05-20 09:58:34,8.2,47.86819,-4.64649,0
228282000,2015-05-20 10:14:09,8.5,47.88382,-4.69597,0
228282000,2015-05-20 10:29:53,8.6,47.90035,-4.74534,0
228282000,2015-05-20 10:45:10,9.0,47.91942,-4.79329,0
228282000,2015-05-20 10:47:08,9.0,47.9219,-4.79966,0
228282000,2015-05-20 10:47:10,9.0,47.9219,-4.79966,0
228282000,2015-05-20 11:00:33,9.3,47.93833,-4.84279,0
228282000,2015-05-20 11:09:57,9.1,47.95008,-4.87462,0
228282000,2015-05-20 11:16:31,9.3,47.95864,-4.89651,0
228282000,2015-05-20 11:31:50,8.2,47.97747,-4.94527,0
228282000,2015-05-20 11:46:54,9.5,47.99483,-4.99359,0
228282000,2015-05-20 12:03:03,8.6,48.01266,-5.04939,0
228282000,2015-05-20 12:18:12,10.1,48.0305,-5.10357,0
228282000,2015-05-20 12:33:50,9.1,48.05416,-5.1504,0
228282000,2015-05-20 12:49:52,9.2,48.09279,-5.16913,0
228282000,2015-05-20 13:05:01,9.1,48.1286,-5.1898,0
228282000,2015-05-20 13:20:29,9.1,48.16485,-5.21305,0
228282000,2015-05-20 13:35:31,3.3,48.18985,-5.22331,1
228282000,2015-05-20 13:51:13,3.6,48.2057,-5.22125,1
228282000,2015-05-20 14:06:19,3.8,48.22062,-5.2175,1
228282000,2015-05-20 14:22:00,3.8,48.23666,-5.21251,1
228282000,2015-05-20 14:37:41,4.0,48.25309,-5.20862,1
228282000,2015-05-20 14:52:50,4.8,48.26825,-5.20304,1
228282000,2015-05-20 15:08:08,3.8,48.28456,-5.20337,1
228282000,2015-05-20 15:23:40,3.7,48.29659,-5.21745,1
228282000,2015-05-20 15:38:49,2.2,48.29635,-5.2332,1
228282000,2015-05-20 15:54:00,2.1,48.29151,-5.24419,1
228282000,2015-05-20 16:09:48,2.2,48.28672,-5.25608,1
228282000,2015-05-20 16:25:58,2.1,48.28011,-5.26449,1
228282000,2015-05-20 16:41:31,2.3,48.27219,-5.2648,1
228282000,2015-05-20 16:57:21,2.4,48.2666,-5.25561,1
228282000,2015-05-20 17:12:49,0.6,48.26265,-5.25049,1
228282000,2015-05-20 17:29:19,2.5,48.25437,-5.23624,1
228282000,2015-05-20 17:44:32,3.1,48.24771,-5.22234,1
228282000,2015-05-20 18:00:46,3.0,48.24303,-5.20418,1
228282000,2015-05-20 18:16:12,2.8,48.23683,-5.189,1
228282000,2015-05-20 18:31:40,2.7,48.23285,-5.20274,1
228282000,2015-05-20 18:48:14,2.4,48.24097,-5.21546,1
228282000,2015-05-20 19:05:03,2.7,48.2491,-5.22774,1
228282000,2015-05-20 19:21:32,2.6,48.25426,-5.24276,1
228282000,2015-05-20 19:37:25,2.5,48.2583,-5.25776,1
228282000,2015-05-20 19:53:18,2.9,48.26029,-5.27454,1
228282000,2015-05-20 20:09:19,3.4,48.25949,-5.29197,1
228282000,2015-05-20 20:24:44,3.5,48.24906,-5.30746,1
228282000,2015-05-20 20:40:24,3.9,48.2374,-5.32275,1
228282000,2015-05-20 20:57:02,2.4,48.23253,-5.30621,1
228282000,2015-05-20 21:13:09,3.6,48.2298,-5.29482,1
228282000,2015-05-20 21:30:09,2.0,48.23194,-5.27799,1
228282000,2015-05-20 21:45:54,2.5,48.2323,-5.26152,1
228282000,2015-05-20 22:01:39,2.9,48.23283,-5.24455,1
228282000,2015-05-20 22:17:14,2.0,48.23563,-5.23058,1
228282000,2015-05-20 22:54:05,2.0,48.2515,-5.22995,1
228282000,2015-05-20 23:10:50,2.4,48.25558,-5.24446,1
228282000,2015-05-20 23:27:40,2.5,48.25908,-5.26069,1
228282000,2015-05-20 23:43:21,2.3,48.26612,-5.26534,1
228282000,2015-05-20 23:58:54,3.4,48.26372,-5.2485,1
228282000,2015-05-21 00:14:00,3.4,48.25113,-5.24773,1
