mmsi,count
413803633,697
413996548,2958
412100000,204
412763490,484
413771358,339
413791546,321
413763382,1232
413977032,994
413768003,2073
413802872,230
413778834,626
413826357,225
356986000,384
413810079,685
413779571,572
211512460,4320
413784842,323
413996851,879
413979766,356
413993056,923
413995596,563
413951715,248
413779313,289
100900012,205
538002411,1290
413767172,448
413975824,394
367521810,2021
413800072,751
413791444,1310
308429000,480
413794697,250
413761506,1414
413822933,1525
267010070,1457
413996275,648
123456789,956
413783129,686
413793855,592
413779827,1378
413808539,225
413764909,714
413781794,1209
413854231,865
413772426,605
413994115,355
413995231,402
413775244,379
412551330,1044
413825119,1070
565062000,1141
413825138,4471
710000759,1355
413567822,227
413995235,360
413989465,446
412354420,265
413778100,1180
413745689,240
413789584,637
413811491,874
413793159,440
413779914,455
413772156,599
413990301,759
710000972,921
413817091,1512
413783354,692
413767215,294
413960932,729
413970908,1657
413979506,222
413975527,2539
413775463,237
222222222,370
413974057,391
413804598,1104
413775067,206
413788073,409
413785698,272
203999399,3180
413980711,524
413784866,819
434164405,351
413801179,528
413855589,318
413793761,334
413767375,1460
413973471,1978
413776721,749
413979948,738
710000649,8290
267010072,1060
413781552,773
987654321,1967
100000000,508
413959157,1579
413829271,1289
1193046,267
413804434,474
413762034,2709
412441226,375
367514620,10986
413765853,207
413800433,253
413786573,818
413824089,490
413994144,698
710000989,813
413763573,438
413777773,1354
413805768,363
413994409,558
413812525,669
413785985,644
211617370,404
413987655,525
413977066,1270
413807081,333
413996944,2825
338188861,3601
413823907,448
413773504,274
211512450,5076
413806725,1088
413793487,1556
710251000,20689
413996066,1244
413789567,618
413986337,1167
413794627,386
413989726,1292
413000000,7207
413821107,867
413791635,345
413813408,611
413792605,283
441557000,265
413990851,445
413993996,532
413994153,465
413778438,508
413964063,648
413972701,510
413807463,2392
413805667,750
413553620,837
211169130,6885
413815032,1461
413984455,425
413960237,837
413972565,1081
413817671,560
413767142,651
413814911,1588
710001245,1844
413802224,1793
413782379,423
413991934,745
413802692,1365
413953619,938
413982917,5361
413993396,415
211587830,7155
413790495,2240
413778891,5426
413761262,389
413789937,892
413793388,632
413827642,207
413793707,1156
413975004,1108
413763244,266
413783711,541
413972122,207
413769108,303
413807215,756
168,1447
710014660,805
710001313,749
413809462,1578
413805604,1347
367514610,8969
413811905,579
203999329,1237
413803316,1381
261182608,234
413800085,251
413828035,273
413970934,2189
413814759,523
413769107,274
710000883,846
413981314,847
243070717,26346
413991927,836
710000973,719
413775177,426
413783031,479
413770863,526
413771332,573
710001314,817
412356789,516
413817681,639
413774592,2172
413827614,386
413781531,440
413979554,1087
413781444,725
413769875,472
413995569,381
413814361,230
413974349,329
413777513,1560
413780046,1438
413769099,2773
413812164,664
413789405,252
413789237,637
413786657,1602
413772188,479
413784736,226
413767983,510
413789315,731
413767612,460
367514660,12495
261182601,758
413824181,649
211489990,515
413808987,743
413854316,807
710000839,2260
413987084,715
413814635,982
413807829,1698
413779619,1307
413695320,4415
413774953,417
413769351,369
413964468,339
413973955,216
413766868,578
413819529,280
413960734,1279
413978027,224
413820633,253
412000000,1945
710000919,677
413819509,691
413809415,373
413816961,635
999123456,2019
413951795,881
413800928,362
413809722,667
413997021,650
413994826,503
710000975,328
413996099,3156
413953783,343
413793609,960
413784438,1183
413998899,2177
413977126,617
413952741,1035
413777022,1232
413823549,1197
211517440,6183
413950336,395
413827757,4198
413763902,1771
413782395,651
413960668,588
413787591,372
413994086,241
203999396,2282
413818571,527
