mmsi,label
265606540,Medical_transport
257294800,Medical_transport
257054000,Medical_transport
367339560,Medical_transport
257910900,Medical_transport
368817000,Medical_transport
257047000,Medical_transport
257028000,Medical_transport
265649230,Medical_transport
367816000,Medical_transport
257029000,Medical_transport
333692587,Medical_transport
257227500,Medical_transport
889084148,Medical_transport
503314700,Medical_transport
503588900,Medical_transport
257032800,Medical_transport
235084954,Medical_transport
