mmsi,label
657111008,Military_ops
211210680,Military_ops
613006000,Military_ops
367370000,Military_ops
366999975,Military_ops
775909000,Military_ops
220428000,Military_ops
431999598,Military_ops
770576002,Military_ops
431999553,Military_ops
276700000,Military_ops
265500630,Military_ops
366999613,Military_ops
368881000,Military_ops
367211000,Military_ops
770576005,Military_ops
211210420,Military_ops
261233000,Military_ops
211211840,Military_ops
369970277,Military_ops
710400000,Military_ops
725000395,Military_ops
367877000,Military_ops
664302000,Military_ops
419090600,Military_ops
538070880,Military_ops
211210920,Military_ops
303859000,Military_ops
259045000,Military_ops
503115000,Military_ops
367949000,Military_ops
338988000,Military_ops
419059900,Military_ops
211903000,Military_ops
657887000,Military_ops
431999697,Military_ops
725001380,Military_ops
367279000,Military_ops
431999532,Military_ops
367923000,Military_ops
263020000,Military_ops
366966000,Military_ops
657717000,Military_ops
367852000,Military_ops
316009747,Military_ops
657715000,Military_ops
265618260,Military_ops
369998000,Military_ops
232697000,Military_ops
369970257,Military_ops
234597000,Military_ops
770576001,Military_ops
230997240,Military_ops
235005245,Military_ops
366999513,Military_ops
244911000,Military_ops
419000247,Military_ops
211211240,Military_ops
265591590,Military_ops
671470000,Military_ops
710482000,Military_ops
263015000,Military_ops
245311000,Military_ops
261279000,Military_ops
234084000,Military_ops
369461000,Military_ops
261263000,Military_ops
233063000,Military_ops
316009418,Military_ops
220432000,Military_ops
369930000,Military_ops
316013411,Military_ops
405000122,Military_ops
210000,Military_ops
245288000,Military_ops
316200000,Military_ops
366999508,Military_ops
211211170,Military_ops
366999770,Military_ops
366999658,Military_ops
219000417,Military_ops
266034000,Military_ops
43822180,Military_ops
235067855,Military_ops
228766000,Military_ops
220429000,Military_ops
235067941,Military_ops
211212720,Military_ops
369970763,Military_ops
261213000,Military_ops
211210670,Military_ops
664301100,Military_ops
245965000,Military_ops
567247000,Military_ops
224139770,Military_ops
470333000,Military_ops
33294408,Military_ops
211927000,Military_ops
367838000,Military_ops
316192000,Military_ops
725000329,Military_ops
366999973,Military_ops
259019000,Military_ops
227800900,Military_ops
211211310,Military_ops
211211190,Military_ops
316160000,Military_ops
205212000,Military_ops
211211160,Military_ops
265501220,Military_ops
657706000,Military_ops
261257000,Military_ops
369323000,Military_ops
211211320,Military_ops
265602480,Military_ops
525014074,Military_ops
367866000,Military_ops
275411000,Military_ops
512155000,Military_ops
265591580,Military_ops
211211960,Military_ops
263122000,Military_ops
53265489,Military_ops
369953000,Military_ops
367265000,Military_ops
211210480,Military_ops
367951000,Military_ops
261283000,Military_ops
211212400,Military_ops
316136000,Military_ops
224495000,Military_ops
211931000,Military_ops
261250000,Military_ops
220189000,Military_ops
265618270,Military_ops
657847000,Military_ops
419220264,Military_ops
367283000,Military_ops
257169900,Military_ops
261298000,Military_ops
366958000,Military_ops
261228000,Military_ops
261217000,Military_ops
232311959,Military_ops
245329000,Military_ops
368771000,Military_ops
627400600,Military_ops
316143000,Military_ops
657111030,Military_ops
533168000,Military_ops
316129000,Military_ops
226923000,Military_ops
367912000,Military_ops
263047002,Military_ops
265403000,Military_ops
367948000,Military_ops
250088000,Military_ops
211211200,Military_ops
211213640,Military_ops
219000416,Military_ops
366997110,Military_ops
657111061,Military_ops
224555000,Military_ops
219263000,Military_ops
366999983,Military_ops
369970517,Military_ops
257001000,Military_ops
235059372,Military_ops
338982000,Military_ops
366999977,Military_ops
367299000,Military_ops
235008226,Military_ops
368905000,Military_ops
512156000,Military_ops
230005150,Military_ops
657705000,Military_ops
710423000,Military_ops
657111053,Military_ops
245321000,Military_ops
211210910,Military_ops
232461600,Military_ops
431999556,Military_ops
461000404,Military_ops
564999000,Military_ops
657111051,Military_ops
234586000,Military_ops
233844000,Military_ops
431999595,Military_ops
211211820,Military_ops
276742000,Military_ops
366999600,Military_ops
316196000,Military_ops
227800800,Military_ops
316013412,Military_ops
366999524,Military_ops
265618280,Military_ops
211913000,Military_ops
368709000,Military_ops
261246000,Military_ops
366954000,Military_ops
